"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",19,20,19,26,10,16,5,6,22,24,9,26,9,23,17,6,17,22,23,8
"2",4,7,9,15,18,9,3,20,21,5,26,6,6,22,27,24,16,16,21,11
"3",2,11,25,19,25,26,18,18,14,27,11,17,15,15,28,13,2,28,26,2
"4",5,18,8,3,24,14,26,9,11,22,15,10,19,24,1,1,15,4,7,9
"5",16,9,13,1,2,20,2,1,17,6,13,18,11,11,2,27,7,27,10,19
"6",15,2,16,13,5,15,12,22,12,1,14,1,27,2,7,7,18,5,28,1
"7",18,12,23,2,9,24,23,19,9,7,27,24,21,20,22,4,24,13,17,17
"8",10,14,14,8,13,28,13,28,1,28,23,28,8,26,6,16,13,17,1,28
"9",1,4,1,7,15,21,16,4,24,15,2,3,24,14,16,3,12,21,16,26
"10",11,13,12,25,20,17,21,25,27,11,6,25,28,12,21,23,10,7,5,7
"11",25,6,4,16,11,10,25,27,18,23,10,19,12,6,26,9,21,11,8,25
"12",3,26,26,22,6,18,4,24,6,20,12,9,23,17,12,22,20,15,9,22
"13",26,24,15,17,17,22,27,26,4,10,18,8,7,8,13,2,5,24,18,10
"14",28,8,22,14,27,1,1,14,2,21,1,27,18,1,14,28,14,1,15,15
"15",12,21,20,11,19,12,22,15,23,25,22,16,26,4,4,25,26,23,19,21
"16",24,16,7,21,3,27,15,13,26,12,16,7,14,25,19,26,27,3,27,23
"17",6,15,10,4,4,4,10,17,3,16,7,15,3,5,20,8,28,20,13,6
"18",27,25,17,9,7,11,17,10,16,2,3,14,22,27,24,20,3,19,2,12
"19",21,19,27,5,12,2,19,23,19,17,8,4,4,16,3,17,8,6,22,16
"20",20,10,5,24,8,6,24,5,7,18,25,13,20,10,8,21,11,18,25,4
"21",17,28,6,28,28,19,14,12,13,26,28,2,2,3,23,14,9,14,12,18
"22",13,5,18,23,23,5,20,11,8,9,5,5,10,21,9,11,23,25,3,20
"23",8,1,28,18,1,13,28,7,28,14,20,21,1,28,10,12,1,12,14,14
"24",23,3,21,10,21,23,7,3,15,19,21,11,5,13,18,19,25,8,4,5
"25",7,22,2,20,16,25,9,8,10,3,4,22,13,7,5,18,22,9,20,13
"26",22,27,3,6,26,8,11,21,25,8,19,23,17,18,11,15,19,26,11,3
"27",9,17,24,27,14,7,8,16,20,4,24,12,16,9,15,5,4,2,6,27
"28",14,23,11,12,22,3,6,2,5,13,17,20,25,19,25,10,6,10,24,24
