"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",9,4,15,11,21,22,15,9,4,15,5,15,10,6,18,21,6,20,4,20
"2",10,15,13,3,19,1,11,10,5,7,14,22,2,17,19,6,11,16,23,1
"3",14,11,12,9,1,8,4,2,20,1,6,11,22,22,17,9,3,19,8,14
"4",5,9,22,13,8,7,22,22,9,9,21,18,14,10,4,3,5,22,9,10
"5",18,16,19,8,3,4,21,3,10,20,7,3,11,3,10,18,9,11,17,5
"6",22,12,21,14,10,15,12,21,2,13,2,5,16,21,20,4,19,12,18,23
"7",19,20,7,15,17,5,20,18,19,6,4,19,7,4,12,10,20,14,3,15
"8",1,14,23,1,12,11,1,12,18,14,1,23,13,13,11,23,23,1,11,9
"9",20,5,2,4,7,20,9,17,12,18,10,20,19,8,14,5,8,8,6,2
"10",11,19,18,23,23,23,23,11,23,23,13,13,23,16,13,1,12,7,14,12
"11",4,7,3,2,14,13,19,7,15,21,8,4,4,20,3,7,14,15,10,18
"12",2,21,6,17,18,16,6,14,11,11,3,6,21,9,5,14,4,17,21,6
"13",23,23,10,16,11,12,13,8,3,16,17,14,8,23,1,12,1,2,1,8
"14",15,3,4,12,22,9,3,1,1,8,15,8,12,5,7,2,22,6,13,11
"15",12,1,17,21,2,14,10,13,16,2,9,16,3,7,2,11,10,4,22,22
"16",16,17,20,5,20,19,5,19,13,5,20,2,5,15,9,17,7,9,7,16
"17",21,6,14,18,16,3,7,6,14,19,22,21,20,14,8,16,16,18,16,19
"18",6,22,5,6,4,18,18,4,6,4,19,17,17,12,15,15,18,10,15,21
"19",7,2,11,20,13,2,17,16,8,3,11,1,18,18,16,19,15,5,5,7
"20",3,13,16,19,9,17,8,5,17,12,23,7,6,2,21,8,17,13,2,4
"21",17,8,9,10,6,21,16,15,22,10,16,10,9,19,6,22,21,21,19,3
"22",8,10,8,7,15,6,14,20,21,17,18,9,15,1,22,13,2,3,20,17
"23",13,18,1,22,5,10,2,23,7,22,12,12,1,11,23,20,13,23,12,13
