"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",2,5,10,4,21,14,18,10,2,25,21,12,22,3,18,24,20,10,13,22
"2",19,8,18,13,11,25,25,2,4,15,25,25,12,25,21,18,12,26,4,15
"3",13,24,13,18,9,5,21,7,26,13,11,18,26,21,3,26,16,2,9,24
"4",17,23,14,20,17,19,9,20,11,6,3,11,3,2,25,25,10,24,10,23
"5",16,20,17,5,2,11,2,24,12,24,26,9,5,26,4,10,13,7,12,18
"6",10,27,27,1,18,24,14,14,18,27,9,26,16,14,15,3,7,14,2,27
"7",23,2,20,25,20,20,10,8,15,10,19,6,20,6,5,6,11,3,5,16
"8",11,1,1,27,1,1,17,27,14,11,13,14,1,15,16,19,19,13,1,6
"9",12,21,6,14,15,13,8,1,17,7,27,27,15,1,7,20,27,16,27,7
"10",5,11,23,21,4,17,19,6,10,23,6,22,8,4,2,14,9,11,19,4
"11",21,9,3,12,24,4,7,23,6,16,10,24,11,10,11,17,8,4,23,25
"12",6,26,2,10,25,23,23,26,13,12,15,8,24,12,1,12,14,27,20,11
"13",26,3,9,7,14,18,22,16,22,18,4,19,4,19,6,8,26,21,17,21
"14",14,6,15,16,13,7,3,21,23,21,18,23,25,5,22,2,17,25,11,2
"15",9,4,19,15,16,12,27,19,16,19,2,4,18,24,23,21,6,6,26,10
"16",4,15,4,11,7,21,4,3,24,17,8,5,9,11,24,11,23,5,7,13
"17",15,17,16,9,19,26,16,9,1,1,12,13,2,20,14,1,18,1,25,1
"18",1,14,5,26,12,15,1,13,3,9,1,17,27,27,13,7,2,18,15,17
"19",27,13,12,2,10,27,15,22,27,14,23,1,13,9,12,27,1,15,16,3
"20",24,19,8,6,5,10,24,15,9,3,14,20,19,7,26,9,4,8,6,8
"21",20,10,22,3,3,2,11,4,19,4,5,7,23,13,17,15,15,23,24,19
"22",8,16,24,17,8,6,26,18,5,8,20,3,10,8,10,4,24,19,14,26
"23",7,12,21,22,27,16,13,25,25,2,24,21,14,22,27,13,21,9,18,20
"24",22,18,11,19,26,9,12,11,8,26,7,2,17,23,9,16,22,22,3,5
"25",3,7,26,8,23,8,5,12,20,5,16,15,6,18,8,23,5,20,8,9
"26",25,25,25,24,6,22,6,17,7,20,17,16,21,17,19,22,25,12,22,12
"27",18,22,7,23,22,3,20,5,21,22,22,10,7,16,20,5,3,17,21,14
