"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",1,11,13,16,16,5,2,13,8,15,15,16,26,26,11,25,8,14,5,26,26,27,6,1
"2",16,19,25,13,10,27,16,26,27,2,8,17,13,16,27,27,21,8,2,15,14,15,2,2
"3",12,2,3,8,5,16,24,4,26,6,18,12,18,11,7,22,6,21,10,14,7,20,5,24
"4",8,7,11,4,4,10,19,12,7,10,23,3,20,4,25,16,22,3,23,18,19,13,19,4
"5",2,18,5,15,17,2,4,17,22,12,3,6,2,13,24,18,9,4,13,12,2,12,23,25
"6",13,22,12,22,25,14,10,2,3,3,6,21,16,8,6,21,15,13,25,10,5,21,26,3
"7",9,15,20,9,6,24,9,24,19,19,11,5,24,17,3,4,11,10,24,24,8,22,24,17
"8",19,20,15,23,14,26,26,6,10,18,17,13,25,24,22,19,5,2,27,6,15,3,14,23
"9",23,21,6,19,11,6,23,22,23,21,26,18,19,10,20,7,12,15,9,8,22,24,25,8
"10",17,9,17,14,15,3,25,20,12,8,7,10,3,18,2,17,26,26,26,1,21,26,15,18
"11",7,5,4,21,8,12,15,8,20,25,10,19,4,23,4,5,19,6,17,4,12,10,7,5
"12",20,24,22,5,19,9,18,15,4,11,22,1,9,25,5,6,7,9,12,9,4,16,3,11
"13",11,23,2,7,26,22,1,11,6,20,12,11,17,14,26,2,20,25,3,2,17,17,13,16
"14",4,17,19,17,23,25,22,7,15,13,25,23,7,5,13,9,25,5,8,22,10,25,10,22
"15",22,4,7,10,18,18,13,23,5,24,20,22,8,22,23,26,18,18,20,21,6,19,18,21
"16",27,8,1,26,27,13,14,25,13,5,13,14,12,2,1,12,1,1,4,25,16,11,17,15
"17",25,3,21,11,13,21,5,3,11,22,4,8,6,3,19,11,4,11,16,13,23,23,8,7
"18",24,16,8,12,22,4,8,5,25,4,16,7,23,19,17,8,24,19,21,23,11,4,9,9
"19",10,26,23,25,3,11,6,10,21,7,21,26,5,20,21,15,2,24,19,20,18,18,16,14
"20",15,12,24,3,24,8,7,19,24,23,19,25,21,6,8,23,13,7,18,3,20,9,11,20
"21",3,1,26,20,12,15,11,27,2,1,27,9,15,15,15,3,17,16,15,11,25,2,12,26
"22",18,13,14,27,2,7,17,16,9,17,2,27,27,1,16,1,16,27,14,17,1,14,1,19
"23",5,6,18,6,21,20,20,18,14,9,5,24,22,21,18,10,3,22,7,7,9,7,22,6
"24",6,25,9,18,20,19,21,21,17,26,9,2,11,7,12,20,10,23,22,19,24,5,4,12
"25",26,27,10,1,1,17,12,9,16,14,1,20,14,27,9,13,27,12,11,16,27,8,21,27
"26",14,14,27,2,9,1,27,1,1,27,14,15,1,12,14,14,14,17,1,27,13,1,27,13
"27",21,10,16,24,7,23,3,14,18,16,24,4,10,9,10,24,23,20,6,5,3,6,20,10
