"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",15,3,5,19,6,14,9,12,15,20,16,18,14,3,20,4,8,9,13,17
"2",12,8,7,21,13,16,13,3,4,4,20,11,9,11,11,2,21,21,20,1
"3",4,11,17,1,12,6,10,21,20,11,4,12,8,1,17,10,1,10,21,21
"4",10,21,2,3,5,5,4,8,7,10,17,3,2,10,14,15,19,12,12,18
"5",16,20,11,11,16,1,14,16,10,16,21,14,6,8,21,20,4,18,2,12
"6",1,7,8,6,3,3,15,11,8,21,2,16,4,13,7,9,9,2,15,4
"7",19,5,3,17,15,4,5,15,18,13,5,10,15,12,4,13,17,14,5,3
"8",14,18,18,15,7,17,18,7,12,7,3,17,7,2,3,14,20,8,8,8
"9",20,14,1,13,14,11,21,9,3,14,11,20,12,19,8,16,2,4,18,20
"10",21,1,21,9,9,8,11,4,16,1,1,1,11,20,13,21,11,17,14,11
"11",18,17,13,5,10,10,8,13,6,6,7,4,18,4,12,3,6,3,3,2
"12",3,15,4,12,11,19,12,17,17,3,18,5,5,17,5,7,12,6,4,16
"13",9,19,14,20,2,7,20,2,21,17,15,7,13,16,10,8,5,13,7,6
"14",13,4,16,4,19,20,19,14,9,12,19,6,16,18,18,12,14,7,17,7
"15",2,16,12,14,4,13,7,18,14,9,13,19,19,14,16,18,16,19,19,5
"16",7,2,15,18,18,9,3,19,1,2,14,13,3,5,9,17,10,5,10,9
"17",11,10,10,2,21,12,6,1,13,15,9,21,1,21,1,1,13,11,1,10
"18",5,9,20,16,20,2,17,10,11,8,12,2,20,9,2,5,7,20,11,19
"19",8,6,9,10,8,21,1,6,2,5,6,15,21,15,19,11,3,15,6,15
"20",6,12,6,7,17,15,16,5,19,19,8,8,17,6,15,19,18,1,9,13
"21",17,13,19,8,1,18,2,20,5,18,10,9,10,7,6,6,15,16,16,14
