"","V1","V2","V3","V4","V5"
"1",3,1,4,5,4
"2",2,5,2,4,1
"3",3,1,2,3,2
"4",5,2,5,2,4
"5",3,3,3,3,3
"6",5,3,2,2,1
"7",2,3,3,5,4
"8",4,1,4,1,2
"9",1,5,1,3,4
"10",5,4,2,1,3
"11",4,1,2,4,5
"12",5,5,4,5,2
"13",5,2,4,3,5
"14",3,5,5,1,4
"15",1,2,2,1,4
"16",4,5,3,2,5
"17",3,4,2,5,5
"18",5,1,3,4,1
"19",1,3,1,5,2
"20",4,2,1,5,3
"21",1,2,3,4,2
"22",2,2,5,5,1
"23",1,4,5,4,5
"24",4,4,5,3,1
"25",4,3,5,4,3
"26",1,4,4,2,1
"27",2,3,4,1,5
"28",2,5,4,3,3
"29",4,5,1,2,2
"30",3,2,1,1,1
"31",2,4,3,1,2
"32",1,1,5,2,3
"33",5,4,1,4,4
"34",3,3,3,3,3
"35",2,1,1,2,5
