"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",4,5,16,13,6,17,17,1,4,14,28,3,26,17,5,12,6,2,13,23
"2",3,6,2,27,13,11,7,10,22,20,13,16,17,3,23,26,3,22,12,6
"3",21,24,19,7,11,26,6,26,6,9,11,7,18,6,9,25,9,26,18,21
"4",13,15,5,19,2,23,11,6,17,1,19,4,7,22,20,5,12,28,28,11
"5",16,12,26,3,23,8,23,12,16,2,4,2,25,5,26,22,13,10,9,12
"6",9,23,20,22,25,3,13,4,15,24,10,29,22,2,10,6,11,13,27,19
"7",24,4,25,14,12,12,9,24,20,7,17,21,9,4,22,4,19,3,24,25
"8",23,13,6,25,27,7,24,11,2,16,18,13,5,11,3,27,18,18,23,27
"9",15,28,29,15,3,13,15,13,18,29,16,23,29,20,1,29,28,29,11,15
"10",8,25,10,4,21,19,20,20,5,25,21,22,10,21,25,23,4,9,25,16
"11",12,29,12,24,17,29,29,14,21,8,15,10,19,14,13,1,1,11,1,29
"12",28,1,13,17,18,15,1,15,9,3,2,19,21,29,2,17,2,15,26,10
"13",10,26,14,11,29,14,10,2,24,11,7,9,2,15,15,28,23,1,19,2
"14",17,3,22,1,19,28,19,9,26,27,24,12,14,8,7,9,16,20,22,3
"15",2,11,27,6,16,1,4,17,1,18,14,6,8,24,12,2,27,16,16,8
"16",18,17,8,28,7,27,14,16,3,13,8,24,27,9,27,10,25,8,20,4
"17",7,19,23,20,20,21,2,7,8,4,27,20,13,10,21,19,26,19,4,24
"18",5,7,3,12,26,24,21,25,13,6,5,25,11,18,6,7,21,23,10,14
"19",25,16,17,10,28,9,12,22,11,17,26,18,28,16,19,3,5,27,3,1
"20",22,9,11,8,15,2,25,3,23,10,23,26,20,25,28,15,24,25,17,20
"21",1,14,18,9,1,20,27,21,29,19,1,17,23,12,17,18,20,17,29,28
"22",14,18,7,5,4,6,3,18,28,12,22,27,3,7,4,14,8,12,6,13
"23",6,21,21,26,8,5,22,27,19,5,25,15,16,27,8,20,14,5,21,5
"24",11,2,15,21,5,4,18,28,7,28,9,8,4,13,29,16,15,24,2,17
"25",26,10,24,18,10,25,26,5,12,21,12,28,6,19,14,24,10,6,5,7
"26",27,20,28,29,22,18,16,19,27,15,6,11,1,26,24,11,7,21,14,22
"27",19,8,9,23,24,22,5,23,25,23,20,5,24,23,11,21,22,7,8,18
"28",20,22,4,2,9,10,8,8,10,26,3,14,15,28,18,8,17,4,7,26
"29",29,27,1,16,14,16,28,29,14,22,29,1,12,1,16,13,29,14,15,9
