"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",9,22,26,16,26,26,11,28,17,26,4,6,10,13,1,13,15,17,20,26
"2",19,12,5,13,2,27,7,19,3,12,21,15,2,14,18,24,21,2,23,25
"3",1,13,17,2,9,13,1,6,9,10,2,7,1,17,10,9,27,22,14,10
"4",14,17,20,19,28,28,9,2,12,15,20,19,28,28,19,1,12,28,16,7
"5",5,21,2,21,18,21,15,21,10,5,12,11,19,26,7,17,22,5,2,2
"6",26,4,8,15,27,18,24,3,27,11,5,17,4,2,11,20,16,13,15,3
"7",6,14,4,8,7,25,20,9,20,3,18,24,25,5,2,12,3,16,19,17
"8",27,24,12,18,11,10,10,27,26,2,27,28,18,19,12,14,25,20,22,12
"9",23,25,23,5,8,23,17,10,23,7,10,20,11,23,24,7,18,8,8,23
"10",24,20,6,4,15,3,5,15,11,18,7,23,24,11,8,22,13,26,3,24
"11",18,15,11,28,24,15,28,16,1,1,1,14,16,16,28,15,1,21,10,28
"12",20,16,27,3,21,7,27,17,16,16,13,13,23,7,5,2,24,1,24,11
"13",16,7,25,20,5,5,16,11,5,8,9,22,13,24,4,23,7,18,25,5
"14",17,19,19,9,16,20,19,23,7,27,17,25,8,3,25,28,26,19,12,6
"15",2,9,16,26,20,22,2,14,24,20,8,27,22,12,27,19,19,10,27,14
"16",10,28,14,6,14,17,26,4,2,22,26,3,21,25,13,21,17,15,28,19
"17",8,5,24,14,22,9,13,8,18,4,22,9,20,6,21,25,23,23,5,22
"18",12,11,9,12,6,6,21,26,21,17,3,1,27,21,23,26,14,7,11,9
"19",4,27,21,23,1,2,25,20,25,14,15,12,3,8,17,18,11,27,17,18
"20",22,10,10,25,4,24,22,13,14,21,25,5,12,10,6,6,20,24,4,8
"21",25,6,3,7,17,14,14,22,19,23,11,10,7,27,22,4,5,25,26,15
"22",11,2,28,1,10,16,8,18,28,25,28,16,15,15,16,16,2,14,1,1
"23",28,3,22,22,12,19,3,25,6,9,14,2,26,4,14,8,9,12,13,20
"24",13,1,1,27,13,1,18,1,15,28,16,21,14,18,15,10,28,6,18,27
"25",3,8,15,11,25,8,23,24,8,13,24,26,6,22,9,5,10,11,7,21
"26",15,26,7,10,23,4,4,12,13,6,23,4,9,9,26,11,8,9,21,4
"27",21,18,18,24,19,12,6,5,22,19,19,8,5,20,3,27,4,4,9,16
"28",7,23,13,17,3,11,12,7,4,24,6,18,17,1,20,3,6,3,6,13
