"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",14,23,23,24,15,13,6,23,10,13,7,12,23,8,14,2,23,21,13,24
"2",1,9,1,14,1,23,12,24,2,9,23,14,9,14,23,14,11,24,14,15
"3",10,18,6,6,18,20,21,5,5,16,17,6,19,5,12,22,17,16,21,19
"4",3,22,21,17,5,3,23,9,22,18,15,7,13,10,10,13,6,22,1,13
"5",8,13,14,13,13,24,11,1,24,10,1,11,12,1,17,1,1,11,24,1
"6",23,8,13,16,24,1,10,2,9,24,24,9,11,9,16,15,24,2,10,12
"7",22,4,5,15,7,22,22,18,14,12,5,4,17,17,11,4,16,3,2,14
"8",7,12,17,7,14,17,14,21,23,1,22,8,22,23,1,16,22,12,8,10
"9",5,14,11,23,16,15,16,4,3,20,3,16,7,22,2,10,10,8,6,21
"10",16,16,9,1,2,11,7,6,16,23,10,1,24,24,24,9,9,13,15,11
"11",24,24,24,2,12,12,24,12,1,6,13,13,10,15,5,12,12,1,23,2
"12",4,10,16,5,8,8,4,10,6,4,12,19,16,4,21,6,19,5,3,17
"13",9,2,22,3,21,19,20,13,15,22,8,24,3,13,20,11,18,19,11,9
"14",2,21,3,11,23,10,1,19,20,17,6,20,15,16,13,21,13,4,17,8
"15",18,7,19,12,9,2,13,3,12,8,2,23,18,21,9,24,15,23,19,16
"16",20,19,20,10,11,21,2,14,13,14,19,10,1,19,18,23,2,9,5,20
"17",13,17,7,18,20,4,19,15,8,7,20,21,20,20,19,5,3,15,9,5
"18",17,15,12,9,6,5,17,22,18,19,21,22,4,2,6,3,14,10,18,18
"19",11,6,15,22,17,7,18,17,19,2,11,2,8,12,22,20,8,6,20,23
"20",12,3,18,19,4,18,8,16,7,21,14,18,21,6,4,19,4,7,16,6
"21",15,11,10,4,19,6,9,20,4,11,4,3,6,3,8,17,7,20,4,7
"22",19,20,4,20,3,16,15,7,17,3,9,17,5,7,15,18,21,14,7,4
"23",6,5,8,21,10,9,3,11,11,15,18,5,2,18,7,7,20,17,22,3
"24",21,1,2,8,22,14,5,8,21,5,16,15,14,11,3,8,5,18,12,22
