"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",3,16,25,16,9,10,26,18,25,14,19,16,12,4,29,3,4,25,2,2
"2",4,12,29,3,19,12,20,10,8,13,11,19,22,21,4,17,9,3,26,30
"3",11,5,21,29,28,21,2,28,16,16,4,13,14,30,14,19,15,4,1,1
"4",28,14,18,22,22,24,16,9,14,2,2,6,28,17,17,2,1,22,6,28
"5",1,1,19,1,1,1,14,22,15,1,22,21,30,1,15,30,14,14,21,16
"6",26,22,24,13,26,26,17,17,7,20,16,27,27,3,26,22,24,5,14,7
"7",25,4,6,2,18,4,12,11,22,22,10,8,3,9,24,18,12,19,9,4
"8",30,19,7,12,5,13,1,13,12,4,15,1,8,26,7,25,3,9,17,5
"9",22,29,17,4,11,20,23,20,17,11,9,7,13,28,28,28,26,23,27,21
"10",24,3,2,21,10,19,5,19,2,12,13,18,24,11,5,6,28,12,4,17
"11",14,9,23,20,15,5,8,14,28,3,8,26,9,25,25,7,23,7,20,24
"12",20,13,28,5,20,28,3,26,27,7,20,2,20,10,11,12,19,26,19,10
"13",9,26,22,15,3,8,11,2,19,19,3,5,23,13,6,10,25,17,24,6
"14",5,17,13,8,6,25,4,12,24,23,24,22,19,23,18,20,27,18,7,27
"15",10,15,30,25,16,15,19,21,23,29,30,4,1,16,1,29,30,6,10,14
"16",18,7,26,7,4,16,30,30,3,18,1,30,4,15,20,15,2,16,13,20
"17",29,20,5,26,23,7,24,29,18,15,23,25,10,7,13,14,29,15,25,29
"18",12,18,9,30,7,29,21,16,9,21,7,12,2,2,9,8,17,30,18,25
"19",17,11,4,27,2,18,18,6,20,10,29,24,25,27,27,13,11,28,15,8
"20",6,23,8,23,17,3,28,25,4,6,6,17,21,20,19,24,21,21,11,9
"21",27,10,11,10,8,9,15,27,10,26,26,11,17,19,22,4,20,2,30,12
"22",7,24,20,24,13,27,6,8,5,9,25,9,7,8,23,16,7,11,29,15
"23",13,21,3,14,30,14,7,23,29,30,12,15,29,14,21,21,5,29,28,23
"24",8,28,10,6,29,17,22,5,21,5,14,28,6,12,16,5,18,1,5,13
"25",21,8,12,19,14,23,25,4,26,25,5,20,18,6,12,27,6,8,23,11
"26",16,6,14,11,27,11,10,3,6,8,28,14,11,5,2,26,22,24,12,26
"27",19,25,16,9,24,2,27,15,30,17,27,10,26,29,8,9,8,10,8,18
"28",2,2,1,17,25,30,29,1,13,28,17,3,15,22,30,11,16,13,16,22
"29",23,27,27,28,12,6,9,7,11,27,18,29,16,18,10,23,13,27,3,19
"30",15,30,15,18,21,22,13,24,1,24,21,23,5,24,3,1,10,20,22,3
