"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",9,14,17,3,18,21,2,21,15,17,2,12,20,16,13,6,17,14,10,2
"2",21,15,10,18,10,19,10,4,5,21,21,14,21,10,16,21,6,12,8,19
"3",15,3,8,17,13,2,17,2,12,16,10,10,2,21,20,13,15,17,2,3
"4",22,11,2,21,11,7,7,22,21,7,14,7,22,14,9,12,11,1,22,6
"5",13,1,11,11,14,22,1,12,4,1,16,8,3,5,6,9,19,2,11,21
"6",5,5,4,10,9,20,15,3,16,4,3,4,16,12,4,7,3,9,3,11
"7",8,12,12,6,5,9,19,20,7,20,20,19,6,19,7,11,5,3,4,8
"8",7,8,22,22,12,18,5,9,1,14,11,20,11,1,10,2,9,21,1,9
"9",3,16,18,14,7,14,9,6,3,9,6,11,4,18,3,19,16,7,17,5
"10",4,2,6,8,21,3,6,14,8,19,13,21,18,11,1,18,13,13,18,12
"11",1,7,15,15,22,4,22,10,19,6,22,13,10,3,12,15,1,11,12,1
"12",11,9,1,13,4,8,11,11,14,22,1,1,12,22,11,22,22,22,14,22
"13",16,19,5,19,20,16,20,13,17,15,9,15,9,17,5,5,8,6,16,20
"14",6,21,16,20,16,12,18,15,13,12,15,2,17,7,18,20,20,4,5,10
"15",20,6,7,4,8,15,8,19,18,11,7,18,7,2,21,16,21,8,9,13
"16",18,22,13,7,2,13,12,1,20,18,18,6,13,4,2,3,14,16,13,7
"17",19,18,14,5,17,5,3,7,10,5,8,3,8,15,8,17,7,20,6,14
"18",14,10,19,9,19,17,14,18,2,10,17,5,14,20,22,14,2,15,20,16
"19",17,4,21,1,3,6,21,8,6,13,4,9,19,8,15,10,10,5,15,15
"20",12,20,9,16,6,10,4,16,9,2,5,16,15,6,19,8,4,18,19,4
"21",10,17,20,12,1,1,13,17,22,3,12,22,1,13,17,1,12,10,7,18
"22",2,13,3,2,15,11,16,5,11,8,19,17,5,9,14,4,18,19,21,17
