"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",10,1,24,11,16,15,6,7,15,25,13,8,4,4,11,19,25,25,13,1
"2",11,23,4,1,11,2,12,6,10,9,6,22,3,21,3,8,22,17,12,14
"3",19,6,19,7,24,7,10,2,14,4,3,16,10,18,22,23,5,12,9,20
"4",5,11,21,6,6,16,20,16,5,6,4,10,9,9,8,12,21,8,20,23
"5",3,8,15,14,2,4,2,3,4,18,14,15,12,23,17,4,16,22,21,8
"6",23,2,13,24,15,3,24,19,1,2,12,25,11,7,2,16,10,13,15,5
"7",17,4,23,4,7,12,21,23,11,23,22,19,22,22,10,14,12,19,4,12
"8",18,13,2,9,3,6,13,22,16,3,17,2,19,5,19,3,24,4,14,11
"9",4,12,6,16,25,8,15,12,9,16,5,23,24,3,12,21,14,6,3,4
"10",7,14,12,13,17,1,5,25,13,12,25,9,14,25,1,13,1,2,1,25
"11",25,24,9,5,1,10,1,14,22,15,24,14,1,2,14,15,9,11,17,19
"12",6,20,20,19,20,9,11,10,21,5,19,18,21,10,7,10,3,21,18,10
"13",1,25,25,25,13,13,25,1,24,13,1,1,13,13,13,1,13,1,8,13
"14",12,16,22,17,12,20,3,17,3,24,8,21,18,1,23,5,4,10,11,17
"15",2,15,3,3,22,21,18,20,2,11,18,12,5,14,20,18,6,24,10,9
"16",8,3,7,23,8,23,8,8,7,7,20,5,20,20,16,20,11,9,16,18
"17",9,10,11,20,9,11,14,21,19,21,2,4,2,17,25,11,7,16,23,3
"18",20,22,10,10,23,17,7,24,6,20,7,3,16,12,6,24,15,20,19,15
"19",22,21,18,12,10,22,16,5,12,10,23,20,15,11,24,17,17,3,24,2
"20",24,9,17,2,18,24,4,15,20,8,9,6,23,15,15,7,20,15,2,6
"21",16,19,14,21,21,5,19,9,8,22,21,7,6,8,18,6,19,14,5,21
"22",21,7,5,18,5,19,17,4,18,14,10,11,17,6,4,9,8,23,6,22
"23",15,17,16,22,4,18,9,18,23,17,16,17,8,19,5,22,23,7,7,7
"24",14,5,8,8,19,25,22,11,17,19,15,24,7,16,9,2,2,5,22,16
"25",13,18,1,15,14,14,23,13,25,1,11,13,25,24,21,25,18,18,25,24
