"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",8,9,15,5,23,3,6,13,12,23,7,2,11,14,4,15,1,23,21,11
"2",6,20,22,19,2,15,14,16,21,11,17,3,10,19,6,10,4,8,10,20
"3",9,18,18,6,15,8,16,8,13,16,21,18,21,20,17,22,17,7,20,17
"4",4,4,5,4,20,7,4,6,19,10,14,15,3,16,21,9,10,9,9,5
"5",10,17,13,8,4,20,2,2,16,3,5,19,15,12,8,3,9,5,2,14
"6",17,21,20,20,9,6,7,3,20,22,3,17,9,8,14,13,19,14,14,6
"7",23,1,23,2,13,22,1,11,23,14,12,11,16,2,12,23,6,19,12,16
"8",15,10,9,18,17,18,19,4,15,19,6,7,6,18,19,18,8,18,5,19
"9",16,14,19,9,16,23,9,22,4,17,10,9,4,22,2,4,13,6,13,4
"10",20,5,7,14,7,5,15,15,18,4,2,10,20,21,1,8,11,15,19,15
"11",2,15,17,12,5,4,21,5,6,8,20,8,5,5,15,5,7,20,16,12
"12",5,6,21,10,18,11,12,18,7,6,4,20,1,3,9,14,16,16,4,18
"13",3,19,6,3,8,19,18,19,10,21,19,13,17,10,3,16,14,17,7,7
"14",13,13,16,17,10,2,5,21,3,2,15,14,22,11,22,19,3,13,8,23
"15",7,12,3,16,12,1,20,12,17,15,9,1,23,4,10,1,20,10,3,3
"16",14,7,4,21,22,17,10,7,5,18,22,21,19,7,7,7,5,11,15,13
"17",19,3,10,7,3,9,8,14,9,20,16,6,13,6,18,6,18,3,6,21
"18",11,8,11,15,21,21,17,20,22,1,18,12,8,1,16,12,22,4,22,9
"19",18,22,1,23,19,10,23,23,11,9,13,16,12,13,11,2,12,22,23,22
"20",22,16,2,11,6,14,13,17,14,13,8,23,2,9,20,20,2,2,17,8
"21",12,11,12,1,1,13,22,10,1,12,1,22,14,23,23,11,23,21,11,1
"22",1,2,14,22,11,16,11,1,8,5,11,4,18,17,13,17,15,1,18,2
"23",21,23,8,13,14,12,3,9,2,7,23,5,7,15,5,21,21,12,1,10
