"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",19,22,9,6,8,18,16,9,15,12,24,19,4,4,6,8,11,20,20,21,4,23,8,6
"2",13,18,2,21,23,13,14,21,2,6,11,10,5,7,25,23,25,25,18,4,12,12,6,11
"3",21,24,25,12,25,25,3,18,8,17,14,12,3,13,1,17,16,2,10,13,1,2,13,17
"4",2,25,1,22,1,12,12,1,16,3,21,2,17,14,8,12,4,4,13,10,8,10,19,10
"5",7,15,5,10,3,5,2,11,18,15,17,14,6,25,24,2,17,9,1,1,13,25,12,16
"6",5,3,16,16,5,20,19,13,4,7,18,7,14,23,5,20,21,7,21,17,25,18,10,18
"7",1,14,20,23,21,16,17,4,23,19,16,23,2,17,15,24,9,11,5,22,18,13,11,4
"8",16,12,22,2,16,4,15,14,24,5,8,3,1,24,14,16,6,15,22,7,3,16,20,19
"9",9,9,7,20,12,21,10,25,11,22,3,24,7,15,2,10,2,13,23,5,16,19,14,25
"10",11,11,19,14,7,15,8,2,17,21,23,15,24,20,19,19,14,23,24,12,7,4,1,24
"11",22,19,11,9,6,6,25,24,12,16,2,9,12,22,18,21,3,5,14,20,15,9,2,7
"12",18,13,14,24,4,11,22,6,6,11,4,25,8,12,20,3,22,16,11,16,5,3,24,20
"13",14,5,6,4,17,8,11,3,21,4,7,18,9,5,4,14,18,6,7,18,17,7,3,22
"14",3,10,21,3,13,10,23,23,9,20,22,5,13,9,7,5,20,14,3,6,10,6,7,5
"15",25,2,4,17,9,3,18,22,25,23,15,16,21,10,9,22,15,17,6,14,2,17,17,12
"16",15,4,10,25,22,1,1,15,14,14,19,6,15,11,13,1,1,18,19,25,22,1,9,13
"17",4,16,17,1,2,14,4,19,1,9,10,22,25,6,11,15,5,19,2,24,14,11,16,15
"18",6,6,13,15,15,17,6,16,19,25,6,8,11,1,22,11,23,1,17,23,6,14,21,2
"19",24,1,12,7,10,23,9,12,10,1,20,13,10,16,21,18,10,21,8,2,20,8,25,3
"20",12,23,8,8,18,19,20,20,22,10,13,20,22,21,12,4,24,10,25,11,21,5,22,9
"21",20,20,23,19,11,22,13,17,20,8,12,4,20,2,23,6,8,12,4,15,19,20,4,21
"22",17,17,15,11,20,7,24,8,3,24,25,17,16,3,16,13,7,3,16,3,23,15,18,23
"23",8,21,24,13,14,2,7,5,13,13,1,11,18,8,3,25,19,22,12,9,24,22,23,8
"24",23,8,18,18,19,9,5,10,5,2,9,21,23,18,10,7,13,8,15,8,9,24,5,1
"25",10,7,3,5,24,24,21,7,7,18,5,1,19,19,17,9,12,24,9,19,11,21,15,14
