"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",26,1,1,2,23,14,11,17,12,15,12,15,3,3,22,7,18,5,26,16,1,10,23,16
"2",19,9,12,3,4,26,20,7,21,13,18,23,9,8,2,21,16,21,23,7,10,25,4,12
"3",27,4,11,14,1,11,16,2,16,23,1,20,12,27,13,1,3,19,10,22,14,2,15,6
"4",13,3,27,19,2,8,5,24,10,12,20,7,6,15,15,25,27,26,20,14,12,3,14,26
"5",11,10,18,5,21,5,12,9,4,3,24,24,11,19,11,8,12,2,5,8,23,6,7,20
"6",25,12,13,27,25,3,2,11,24,11,14,8,14,20,4,27,8,17,4,12,4,22,25,15
"7",5,27,15,11,6,16,26,13,11,27,22,10,26,1,6,19,4,15,8,15,2,7,19,19
"8",24,13,25,15,3,18,8,20,13,19,19,16,23,13,8,9,25,3,2,5,21,26,20,4
"9",20,19,24,16,27,17,6,14,18,16,7,22,4,4,17,20,2,16,6,20,26,12,1,23
"10",23,25,22,22,17,6,14,4,1,18,26,9,19,7,18,10,13,18,25,19,5,19,8,5
"11",21,20,9,20,15,10,27,10,14,1,11,1,1,10,7,16,21,12,15,1,27,1,13,2
"12",1,18,8,12,12,12,1,27,19,2,27,27,13,14,14,18,1,10,27,17,13,16,27,1
"13",4,7,10,25,9,4,10,18,26,24,2,6,16,2,10,12,17,7,21,9,19,15,2,18
"14",22,6,7,10,13,20,21,26,3,17,17,2,17,26,20,17,5,9,7,3,9,14,6,24
"15",7,5,21,23,18,24,24,22,5,6,5,18,10,6,12,24,10,4,13,21,11,21,18,8
"16",16,21,19,1,8,1,22,15,27,20,21,13,7,22,27,26,14,1,14,26,22,13,16,9
"17",17,22,2,21,7,19,4,21,6,5,8,17,24,21,3,4,15,14,17,23,7,8,3,13
"18",8,8,3,18,14,2,15,1,17,8,15,26,27,12,21,14,26,11,9,27,8,27,12,27
"19",15,26,5,24,19,27,18,25,25,14,25,19,15,9,26,11,24,22,3,11,16,5,17,17
"20",14,14,26,7,16,23,17,5,23,9,9,3,18,11,1,5,7,8,24,25,17,9,21,25
"21",2,24,23,4,11,13,19,16,15,4,3,5,8,23,16,6,23,20,1,13,3,23,9,14
"22",9,2,17,17,24,15,25,19,22,10,16,12,25,16,23,3,6,27,18,10,25,17,5,3
"23",6,11,4,8,26,22,7,12,7,25,23,4,5,17,5,13,19,24,12,24,18,18,11,7
"24",12,15,6,6,5,9,9,6,2,7,4,11,20,5,25,22,11,25,11,6,20,11,24,10
"25",10,23,16,26,10,21,13,8,9,26,13,21,2,18,24,2,9,13,19,2,15,24,26,22
"26",3,16,20,13,22,25,3,3,20,22,10,14,21,24,19,23,20,6,16,4,6,4,10,11
"27",18,17,14,9,20,7,23,23,8,21,6,25,22,25,9,15,22,23,22,18,24,20,22,21
