"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",6,14,6,21,18,5,24,3,8,28,21,22,25,4,4,11,19,25,12,12
"2",20,2,24,22,4,4,21,6,28,21,29,5,13,26,18,15,12,12,8,9
"3",12,24,22,5,24,7,22,26,6,9,25,19,3,9,23,26,17,9,6,13
"4",16,29,15,9,13,14,14,5,10,12,26,18,29,25,5,13,1,1,29,2
"5",25,6,7,10,16,9,6,21,23,6,20,10,11,5,25,21,3,26,17,3
"6",22,27,10,14,19,30,30,19,15,2,30,30,15,30,15,19,21,28,10,20
"7",29,18,28,2,26,11,10,12,14,23,23,15,7,20,9,2,8,27,11,26
"8",17,12,2,30,7,1,19,14,2,14,16,29,8,14,20,27,9,19,30,27
"9",10,20,4,3,6,21,9,9,17,20,28,6,23,6,19,23,26,7,19,24
"10",23,26,23,8,11,3,4,20,29,29,8,24,19,8,17,8,20,17,26,19
"11",1,1,14,1,1,10,16,30,1,15,1,16,18,22,16,16,30,30,18,14
"12",28,15,9,25,23,8,11,10,5,5,11,4,22,28,27,4,18,8,21,17
"13",13,8,18,27,22,12,5,25,25,17,22,26,20,27,3,25,28,11,16,28
"14",26,5,16,20,15,22,15,4,12,27,4,20,6,11,26,20,24,2,2,25
"15",24,10,3,4,25,26,23,8,27,13,12,21,2,19,11,12,27,14,23,8
"16",5,22,8,19,17,6,26,23,20,25,5,9,5,23,10,18,5,5,22,22
"17",21,19,5,18,5,18,8,28,9,11,3,27,12,12,2,5,13,10,7,5
"18",7,9,30,13,28,2,3,15,16,3,6,12,28,15,12,17,23,4,9,6
"19",3,3,12,15,27,20,17,18,19,22,24,28,16,2,28,3,10,6,27,10
"20",14,28,17,29,14,13,29,13,18,16,10,1,9,1,14,1,29,20,5,1
"21",11,13,11,7,12,25,2,17,4,30,14,3,10,29,7,28,11,16,3,11
"22",4,25,26,23,21,28,7,7,7,19,7,23,14,18,21,22,4,22,20,7
"23",19,4,19,11,20,29,28,27,3,18,13,7,27,7,13,9,2,13,15,29
"24",2,30,13,16,2,15,1,1,24,1,18,14,1,16,30,10,16,15,14,30
"25",30,21,27,26,3,27,18,16,26,4,15,17,21,3,8,24,7,3,13,15
"26",15,23,1,28,29,23,13,29,30,24,17,11,30,17,22,14,14,24,1,16
"27",27,17,29,17,8,17,27,24,13,26,19,13,26,21,29,29,25,18,24,4
"28",8,7,25,24,10,24,12,22,11,7,27,8,4,13,6,7,22,23,25,18
"29",9,11,21,6,9,19,25,11,22,8,9,25,24,24,24,6,6,21,4,23
"30",18,16,20,12,30,16,20,2,21,10,2,2,17,10,1,30,15,29,28,21
