"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",12,22,21,24,11,12,8,2,9,22,20,1,21,22,8,12,23,14,13,1
"2",8,11,20,22,5,18,9,17,6,23,21,16,7,7,20,18,2,16,3,17
"3",20,8,22,5,15,10,5,3,16,4,14,21,11,5,24,10,6,19,16,2
"4",19,7,10,17,8,13,20,4,24,20,9,3,18,14,22,21,5,2,11,21
"5",14,18,19,6,3,4,7,19,19,6,5,6,16,21,9,16,9,21,4,20
"6",4,19,16,2,14,11,18,22,7,21,7,22,12,19,23,4,20,8,12,23
"7",13,2,24,11,19,3,24,18,17,24,15,14,6,25,13,20,12,5,24,7
"8",22,23,18,23,4,16,22,16,13,10,4,24,15,9,7,9,8,3,20,8
"9",2,24,11,12,10,2,19,1,10,13,10,18,1,1,11,25,13,25,7,11
"10",11,1,1,25,23,1,11,15,12,7,1,13,17,2,25,13,24,13,14,18
"11",7,16,5,3,6,17,3,8,21,15,3,9,9,10,16,19,22,10,23,5
"12",17,13,7,4,21,6,15,11,3,25,8,11,22,8,6,7,3,11,2,6
"13",16,20,8,15,18,23,23,21,20,9,19,17,20,11,21,17,21,20,5,4
"14",24,12,17,20,24,25,14,9,15,16,2,8,5,24,18,1,14,24,9,12
"15",15,15,25,14,22,20,1,6,1,5,11,15,13,12,2,22,18,4,10,25
"16",3,9,14,19,16,7,2,25,23,11,22,7,14,6,10,2,15,1,8,9
"17",23,10,6,18,9,9,4,24,4,17,12,23,23,18,14,23,16,23,21,14
"18",1,25,15,7,25,15,13,13,14,1,24,10,25,17,17,24,1,9,19,13
"19",25,3,13,1,12,14,12,14,25,14,25,25,2,15,1,14,25,12,1,15
"20",5,5,9,16,13,19,17,23,5,3,6,4,4,16,3,15,7,17,15,3
"21",6,6,23,8,7,21,21,12,18,18,13,12,24,3,4,6,17,22,18,19
"22",10,4,3,10,2,24,10,5,8,8,16,20,19,23,15,5,10,6,6,10
"23",9,17,4,21,20,8,16,7,22,12,18,19,10,20,5,8,4,18,22,24
"24",18,14,12,13,1,5,25,10,2,2,23,5,8,13,19,3,19,15,25,16
"25",21,21,2,9,17,22,6,20,11,19,17,2,3,4,12,11,11,7,17,22
