"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",7,22,16,10,20,12,3,16,11,6,21,21,14,16,9,2,14,20,1,13
"2",3,9,19,19,5,15,16,18,19,20,15,17,3,11,18,3,11,3,11,15
"3",17,19,9,13,6,19,5,20,5,17,7,16,5,5,7,18,18,17,16,14
"4",2,20,2,3,9,10,22,5,10,19,16,15,16,17,16,19,9,16,14,8
"5",9,6,3,16,14,17,20,19,4,1,1,20,18,8,12,9,8,11,8,4
"6",1,17,14,7,18,18,19,2,14,11,2,7,13,6,8,10,15,2,19,19
"7",22,12,10,22,22,14,11,12,13,22,6,10,12,22,22,8,12,22,21,1
"8",12,13,21,20,13,8,14,1,1,8,12,22,1,15,1,14,1,12,22,12
"9",15,1,22,1,21,11,10,22,9,9,11,12,15,1,21,21,10,9,13,22
"10",10,7,17,8,16,2,2,3,21,16,3,18,9,10,15,16,21,14,9,5
"11",18,15,6,18,10,7,7,4,6,12,10,14,20,14,19,5,20,1,4,20
"12",13,16,1,2,11,3,12,21,20,2,9,2,2,20,11,4,16,10,15,11
"13",8,4,11,14,1,1,17,11,7,3,22,8,11,9,17,12,22,21,20,17
"14",21,8,8,4,3,13,4,6,15,5,17,19,10,4,10,7,5,5,18,7
"15",19,21,13,9,17,4,15,15,2,18,19,6,7,7,14,11,3,4,6,6
"16",4,18,12,21,7,5,8,13,18,7,13,9,22,3,2,22,13,8,10,2
"17",14,5,20,5,8,21,13,8,3,15,14,3,21,13,6,1,17,15,12,3
"18",20,10,15,6,2,6,18,17,17,13,4,13,17,19,4,13,4,18,7,18
"19",11,11,5,17,15,22,1,14,22,14,20,1,19,12,13,15,2,13,17,21
"20",5,2,4,12,12,9,9,7,12,21,8,4,6,2,3,6,7,19,2,16
"21",6,14,18,11,4,20,6,9,8,4,5,5,8,21,20,17,6,7,5,9
"22",16,3,7,15,19,16,21,10,16,10,18,11,4,18,5,20,19,6,3,10
