"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,1,2,3,2,2,3,3,1,1,1,1,1,1,3,1,2
"2",1,3,1,3,1,2,1,3,3,2,3,3,2,1,1,2,2,1
"3",2,1,1,1,2,3,1,1,3,2,1,1,2,2,1,2,3,3
"4",3,3,1,1,3,2,3,2,2,2,1,2,3,3,2,3,2,3
"5",2,2,3,1,3,1,2,1,1,1,3,3,1,2,3,1,2,3
"6",1,1,2,3,1,1,2,3,1,2,2,2,1,1,3,3,1,1
"7",2,2,1,2,3,3,3,3,2,1,3,1,2,1,1,2,2,2
"8",1,3,2,2,2,2,3,1,3,1,2,2,2,3,1,2,2,3
"9",3,2,3,3,2,1,2,3,1,3,2,3,2,2,2,1,1,3
"10",1,1,2,3,2,1,2,2,1,1,3,3,1,2,2,2,3,3
"11",2,2,3,2,3,2,1,1,2,1,1,2,1,1,1,1,2,3
"12",1,3,3,3,1,1,1,2,2,2,2,1,2,3,2,3,3,3
"13",1,3,2,1,3,3,3,2,2,3,1,2,2,2,3,3,3,2
"14",1,2,1,3,2,3,1,3,1,3,1,2,3,1,2,3,3,1
"15",1,1,2,2,1,2,3,1,3,1,2,2,2,3,3,2,2,1
"16",2,3,1,2,1,3,3,3,1,3,3,3,3,1,3,1,1,3
"17",3,2,1,1,2,3,3,3,1,2,2,2,2,2,1,1,1,2
"18",1,2,1,1,3,3,1,3,3,2,3,3,3,1,2,3,1,1
"19",2,1,2,1,1,2,3,3,1,1,3,3,2,3,1,2,1,1
"20",1,3,2,1,3,2,3,3,1,3,2,3,3,2,1,1,2,3
"21",2,3,2,3,3,1,3,2,1,1,3,3,1,2,1,3,2,2
"22",3,3,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,3
"23",1,2,1,3,3,3,2,2,1,2,2,1,2,1,2,2,2,3
"24",3,1,3,2,3,1,2,3,3,2,2,1,2,3,1,3,2,3
"25",1,2,2,2,2,2,3,2,2,2,1,3,1,3,1,2,2,1
"26",2,3,1,3,1,2,2,1,2,2,3,1,3,2,1,1,1,2
"27",2,3,3,3,3,1,3,1,1,3,1,1,2,1,3,1,3,2
"28",3,1,3,3,3,3,1,1,2,3,2,1,3,1,3,3,1,2
"29",3,2,2,1,1,3,1,2,2,3,3,2,1,1,1,2,3,1
"30",3,1,2,1,2,3,3,2,1,2,2,2,3,1,2,1,3,3
