"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,3,3,1,1,3,1,3,3,3,3,3,1,2
"2",2,3,1,1,3,2,1,3,3,2,2,1,3,1
"3",3,3,1,3,1,2,2,3,3,1,3,2,2,2
"4",3,1,3,1,3,2,3,1,2,2,2,3,1,2
"5",3,1,1,2,2,1,1,1,3,2,1,3,2,3
"6",3,1,2,3,2,1,3,1,2,2,1,2,2,1
"7",1,3,3,2,3,1,2,3,1,3,1,1,2,1
"8",2,1,1,1,2,2,3,1,3,3,3,2,3,3
"9",3,1,2,2,1,1,3,2,3,3,2,1,3,2
"10",1,2,1,3,3,2,3,1,3,2,2,3,3,2
"11",3,2,1,3,2,1,2,2,2,2,3,2,3,2
"12",3,1,1,1,2,2,3,2,3,1,1,2,3,1
"13",3,1,3,3,3,1,3,2,2,1,1,1,1,2
"14",1,3,1,3,2,1,3,3,3,1,1,3,3,3
"15",2,3,2,3,3,1,3,3,3,1,3,3,3,2
"16",1,2,2,3,3,3,3,1,1,2,2,3,1,1
"17",3,2,1,1,2,3,1,3,3,2,3,1,1,2
"18",1,1,1,3,2,3,2,2,3,1,1,2,1,1
"19",1,1,1,2,3,1,2,1,1,2,3,2,3,1
"20",2,1,1,1,2,2,3,2,1,1,2,3,1,3
"21",2,2,3,2,2,2,2,1,3,2,1,2,1,1
"22",2,2,3,2,2,3,1,3,2,2,3,2,2,2
"23",3,2,2,3,1,2,1,1,1,1,1,2,3,1
"24",2,2,1,2,3,3,3,1,2,3,3,2,3,2
"25",1,3,3,3,3,2,2,3,2,3,1,2,2,1
"26",3,1,1,3,1,3,2,2,3,2,2,1,2,1
"27",2,2,1,1,3,2,3,2,2,1,2,3,1,3
"28",3,2,1,2,2,1,3,3,2,2,3,3,3,1
"29",3,1,3,1,1,2,2,3,1,2,2,1,2,2
"30",2,1,1,1,3,1,3,3,1,1,1,2,3,1
