"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,2,3,3,1,2,1,2,2,3,1,2
"2",2,3,2,3,3,3,3,3,3,2,2,3
"3",3,1,3,2,3,1,2,3,2,1,2,2
"4",1,2,1,1,1,1,3,2,1,2,3,2
"5",3,1,2,1,1,1,1,3,2,3,1,3
"6",2,3,3,2,3,1,1,1,3,2,2,3
"7",1,1,3,2,2,3,3,1,3,3,1,1
"8",1,3,2,1,3,3,1,1,2,2,3,3
"9",1,2,1,2,1,1,1,1,1,1,3,3
"10",2,3,3,2,2,2,3,2,1,3,2,1
"11",3,2,1,2,3,3,1,3,2,3,1,3
"12",3,3,2,2,1,2,2,1,3,2,1,3
"13",2,1,2,3,3,1,3,3,2,2,1,2
"14",1,2,3,1,3,1,2,3,3,1,1,2
"15",3,2,3,3,3,3,2,3,1,2,2,3
"16",3,1,2,1,3,1,1,3,2,2,2,1
"17",1,1,1,3,2,1,1,1,3,2,1,2
"18",2,3,2,3,1,2,1,2,3,2,1,2
"19",3,2,2,1,3,3,1,1,2,2,3,1
"20",1,3,1,3,3,2,3,2,2,1,1,3
"21",3,1,1,1,3,2,1,1,3,3,3,3
"22",1,2,3,3,3,2,1,3,3,3,1,3
"23",1,2,1,1,3,3,2,3,1,1,3,3
"24",1,1,1,2,2,3,3,3,1,2,1,2
"25",3,1,3,1,2,3,2,1,2,2,1,3
"26",3,2,3,3,3,1,3,1,2,2,2,2
"27",2,3,3,1,2,3,2,1,2,2,2,1
"28",3,1,2,3,2,2,1,2,3,1,2,2
"29",1,2,1,1,2,3,2,3,1,1,2,2
"30",2,1,2,1,2,3,1,3,3,1,1,2
"31",3,2,1,1,1,3,1,2,3,3,1,2
"32",2,2,3,2,3,1,3,1,1,3,3,3
"33",1,1,3,3,2,1,3,2,3,2,2,2
"34",2,1,3,3,2,3,2,2,3,1,1,1
"35",1,2,2,3,2,2,3,3,3,3,1,3
"36",1,2,3,2,3,1,2,2,2,2,3,3
