"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,3,2,3,1,1,1,2,2,1,1,3,2,2,2
"2",3,1,1,2,2,3,1,3,1,1,3,1,2,1,1
"3",2,3,2,3,1,3,1,2,3,2,1,3,2,2,2
"4",3,1,1,1,3,2,2,1,1,3,2,3,3,1,2
"5",1,1,3,3,1,2,2,2,3,2,1,2,1,2,2
"6",3,2,1,1,1,1,2,3,1,3,1,3,3,2,1
"7",2,3,3,3,2,1,3,2,1,1,3,1,1,1,2
"8",2,3,2,2,1,1,3,1,1,2,2,2,3,1,2
"9",1,3,3,1,2,1,2,1,3,3,3,3,2,2,1
"10",2,1,2,1,3,2,2,3,3,1,3,3,2,1,1
"11",3,2,2,3,2,1,1,1,2,1,1,3,1,1,2
"12",1,1,3,2,2,1,2,1,2,2,1,2,1,1,3
"13",3,3,3,2,3,3,3,3,1,1,2,3,1,2,2
"14",2,2,2,2,3,2,1,2,2,1,2,3,2,2,1
"15",2,2,1,1,1,1,1,2,3,1,2,3,3,2,3
"16",2,1,1,3,1,1,1,2,2,3,2,3,2,2,3
"17",3,3,1,3,2,2,1,1,3,1,2,2,1,1,2
"18",1,3,2,2,1,1,1,3,3,3,1,1,1,3,1
"19",1,3,3,2,2,3,1,3,3,1,3,1,1,1,2
"20",1,1,3,1,2,1,1,1,3,2,1,1,2,3,3
"21",3,2,2,3,1,2,2,3,2,1,1,1,1,3,1
"22",3,1,2,3,1,2,2,1,3,1,1,3,1,1,3
"23",1,2,3,1,2,2,2,2,2,2,2,3,2,3,2
"24",1,3,1,3,1,2,1,2,3,3,1,2,3,2,2
