"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,1,1,1,1,1,3,1,3,1,3,2,2,1
"2",3,1,2,1,2,1,3,1,2,1,1,2,1,1
"3",3,3,1,1,3,3,3,1,3,3,1,1,3,3
"4",2,3,1,1,3,2,2,1,1,3,1,3,1,1
"5",1,2,3,3,1,3,2,2,3,1,3,2,3,2
"6",3,1,2,1,1,3,1,2,2,3,3,3,2,3
"7",3,3,2,2,1,3,1,1,2,3,1,3,3,3
"8",1,3,2,2,3,2,3,3,1,2,3,2,3,1
"9",2,3,1,3,1,2,3,2,3,2,1,2,3,3
"10",2,3,2,2,2,1,1,3,1,3,3,1,3,3
"11",3,1,1,1,1,3,2,3,1,1,3,3,3,2
"12",3,3,2,1,2,1,2,2,1,2,2,1,2,2
"13",3,1,2,2,3,2,1,1,1,1,3,1,1,3
"14",1,3,1,1,1,3,1,2,3,2,1,3,3,2
"15",3,2,3,3,2,2,2,1,3,2,3,3,1,2
"16",2,3,2,1,2,2,3,3,2,2,2,2,1,2
"17",3,2,1,2,2,3,2,3,3,3,3,2,1,2
"18",3,1,3,2,2,1,1,3,3,1,3,1,1,2
"19",2,3,3,1,1,1,2,2,3,2,2,1,2,1
"20",2,1,3,2,2,2,3,2,1,2,1,2,3,2
"21",2,3,3,3,3,1,1,1,1,1,2,2,1,3
"22",1,3,2,3,3,1,2,1,3,2,1,3,3,3
"23",2,2,1,1,3,2,3,3,1,2,3,2,2,1
"24",2,2,1,1,3,2,2,1,1,3,1,3,1,1
"25",1,2,1,3,3,3,1,1,1,2,2,3,2,3
"26",1,3,3,1,2,3,3,3,3,1,1,1,1,1
"27",3,2,2,3,2,2,1,1,3,2,1,1,3,3
