"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,1,1,2,1,3,1,3,3,1,3,3,1,2,2,1,3
"2",1,2,2,1,1,1,1,3,3,1,3,1,2,1,2,1,3,2
"3",1,2,2,3,3,3,3,1,3,1,2,2,1,3,3,1,1,3
"4",2,3,1,3,2,3,1,1,2,1,2,3,2,2,3,2,3,2
"5",3,2,2,1,2,1,1,2,3,1,3,2,1,2,1,2,2,1
"6",2,1,1,3,1,1,1,2,3,3,1,3,2,2,3,2,2,2
"7",3,2,1,1,3,2,1,3,2,2,3,1,2,1,1,3,3,1
"8",2,2,1,3,2,2,2,3,2,3,2,1,2,1,3,1,1,3
"9",2,1,1,3,2,3,2,2,3,3,3,1,3,2,2,2,1,1
"10",2,2,3,2,2,2,2,3,1,2,1,2,3,3,1,3,2,1
"11",2,2,2,3,2,3,3,1,2,3,2,2,3,3,1,2,3,3
"12",3,3,2,3,2,1,1,1,1,1,1,2,3,3,1,2,1,2
"13",1,3,2,1,2,3,2,3,1,3,2,1,1,1,2,3,2,3
"14",1,2,3,2,3,2,2,2,3,3,3,2,2,1,1,1,3,1
"15",1,1,3,1,2,1,1,3,2,3,2,2,1,1,2,3,3,2
"16",2,1,1,1,1,2,3,3,2,3,1,2,2,2,1,3,1,2
"17",1,2,1,3,2,1,3,2,2,2,3,1,3,1,2,1,2,3
"18",1,3,3,1,2,1,3,3,2,3,3,2,3,1,2,1,2,2
"19",2,3,3,2,2,2,3,2,1,1,2,1,3,3,3,2,1,3
"20",2,2,1,1,1,1,2,3,2,3,1,3,2,2,2,2,1,2
"21",3,1,2,3,3,2,1,1,2,2,2,3,1,3,3,3,2,1
"22",3,3,2,2,2,3,1,3,3,3,2,3,3,2,1,2,1,3
"23",2,3,1,3,2,3,3,2,3,3,3,3,1,1,2,1,3,2
"24",3,2,1,2,3,2,2,1,2,1,2,1,3,1,3,3,1,3
"25",1,1,2,3,2,3,1,2,1,2,3,3,1,3,1,2,3,2
"26",2,1,3,2,2,1,3,1,2,2,3,1,2,2,3,1,1,1
"27",2,3,3,3,2,1,1,1,2,3,1,2,2,3,1,1,2,1
