"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",4,3,4,1,3,4,1,3,4,1,4,1,1,1,3,3,2,1
"2",4,3,2,1,4,1,3,4,2,3,3,3,4,4,2,2,3,4
"3",1,1,3,3,4,3,1,4,3,4,2,2,4,1,2,2,3,1
"4",1,4,4,2,2,4,1,3,1,1,2,4,2,4,2,1,2,3
"5",3,4,2,2,1,4,3,3,2,1,2,1,2,3,3,1,2,1
"6",4,4,4,1,2,4,1,4,2,2,2,1,3,4,1,1,2,3
"7",3,3,3,3,4,3,2,2,2,3,4,1,1,2,2,1,2,2
"8",4,3,4,2,3,1,1,3,1,1,4,3,1,2,2,1,4,1
"9",4,4,1,3,4,1,4,1,1,2,4,4,4,4,4,1,1,3
"10",1,3,3,2,4,1,1,2,3,4,1,1,2,4,2,1,3,1
"11",1,2,3,2,2,4,3,2,1,4,1,1,3,4,4,2,2,2
"12",4,1,3,1,3,1,2,2,4,1,1,2,3,4,4,1,3,2
"13",3,3,4,3,4,3,4,1,4,1,3,4,3,4,3,4,4,4
"14",1,3,2,4,4,1,1,2,1,2,2,4,1,3,2,4,1,2
"15",4,4,4,4,1,2,4,1,1,1,4,1,2,4,1,1,1,3
"16",1,3,4,2,3,1,2,2,1,2,3,4,3,2,4,3,4,3
"17",4,3,2,4,4,1,4,2,3,1,1,2,4,3,1,1,2,3
"18",3,1,4,4,1,4,1,3,1,3,1,1,1,3,1,4,2,3
"19",2,1,3,2,3,4,1,1,4,1,4,3,4,4,2,4,2,3
"20",1,1,3,3,4,1,4,2,1,3,3,2,1,1,4,2,2,4
"21",4,1,3,4,4,3,2,4,2,1,1,4,3,3,4,2,1,2
"22",4,3,3,1,1,1,1,2,2,3,1,1,2,1,4,2,3,3
"23",1,2,3,2,3,4,4,3,2,4,2,2,1,2,3,2,3,4
"24",3,3,4,3,1,3,1,1,1,1,1,1,3,3,1,1,3,2
"25",1,2,2,4,3,1,3,4,3,4,2,2,2,3,2,3,3,3
"26",3,1,4,4,2,3,1,4,1,1,1,3,3,2,3,4,1,4
"27",2,4,2,2,1,4,1,2,4,2,2,3,4,3,2,4,4,3
"28",1,2,2,4,3,2,4,4,3,3,1,3,2,4,3,1,1,4
