"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,2,1,3,1,1,3,1,3,2
"2",1,3,3,1,3,1,1,3,1,3,3
"3",2,3,3,1,1,1,1,1,3,3,1
"4",1,3,2,1,1,2,1,3,2,2,2
"5",3,1,3,2,3,3,1,2,3,1,2
"6",3,3,3,1,2,1,2,3,1,3,3
"7",3,3,1,2,2,1,2,3,3,1,2
"8",3,3,3,3,1,3,2,1,2,1,2
"9",1,1,2,1,3,3,2,3,1,3,1
"10",2,3,2,1,1,2,2,2,2,1,1
"11",2,2,3,2,3,1,3,1,2,3,1
"12",2,1,2,2,2,3,2,2,3,3,1
"13",3,3,2,1,3,3,1,1,1,2,3
"14",1,1,3,3,1,2,1,2,2,2,1
"15",2,3,3,2,3,3,3,1,2,1,2
"16",3,2,1,3,3,2,2,1,3,2,3
"17",2,3,2,2,3,2,3,1,1,2,1
"18",3,2,2,1,3,2,3,3,3,3,3
"19",1,1,1,1,3,2,3,3,2,1,3
"20",2,3,2,1,3,3,2,2,3,3,3
"21",3,1,1,3,2,3,1,2,3,1,1
"22",1,1,1,2,2,1,1,1,3,3,1
"23",2,1,1,3,3,2,3,2,2,1,3
"24",2,2,3,3,3,2,3,2,1,2,2
"25",3,3,3,2,1,2,1,2,3,2,2
"26",2,2,2,1,3,2,2,3,2,2,1
"27",2,2,1,1,3,2,2,2,1,1,3
"28",3,3,1,2,2,3,1,2,1,1,2
"29",1,3,2,2,3,3,1,3,3,1,2
"30",2,2,1,2,3,1,2,3,1,3,3
"31",2,1,2,2,2,1,1,2,1,2,1
"32",1,3,1,2,2,1,3,1,2,3,1
"33",1,3,2,3,2,3,3,3,1,1,1
"34",2,3,1,1,2,2,3,1,2,2,2
"35",1,2,3,3,3,2,1,3,1,2,1
"36",2,1,3,2,2,1,2,1,1,2,3
"37",3,2,1,3,3,1,1,3,3,3,2
"38",1,1,2,3,2,2,2,2,1,2,1
"39",1,3,2,3,2,3,3,1,1,3,3
"40",1,1,2,1,3,3,3,2,1,1,2
"41",2,3,3,3,3,1,1,1,2,2,3
"42",2,3,3,2,1,1,2,2,2,3,1
"43",3,1,2,1,2,2,1,3,2,2,3
"44",2,1,1,1,1,3,1,2,1,2,1
"45",1,2,1,2,3,2,1,2,3,2,3
