"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,1,2,2,2,2,2,1,2,1
"2",3,3,3,2,2,3,1,1,2,2,2
"3",2,1,3,2,3,3,2,2,3,1,2
"4",3,1,1,1,2,1,1,3,3,3,2
"5",2,1,3,2,2,1,1,3,3,2,2
"6",1,2,3,2,3,1,1,3,2,1,1
"7",1,2,1,3,3,1,3,2,1,2,2
"8",2,1,2,3,1,2,1,3,2,3,2
"9",1,3,1,2,1,2,3,1,2,1,1
"10",2,1,3,3,1,3,2,2,3,2,3
"11",3,1,3,1,3,2,3,2,3,2,2
"12",2,2,3,2,3,2,3,2,1,1,3
"13",1,1,1,1,1,3,1,3,1,3,2
"14",3,1,3,3,3,1,1,3,3,3,1
"15",2,2,1,3,3,3,2,3,1,1,1
"16",3,3,3,2,2,3,1,3,2,2,3
"17",2,1,2,2,3,2,1,1,1,3,1
"18",3,3,2,2,2,2,1,2,1,2,2
"19",3,3,1,2,1,1,1,3,3,2,3
"20",3,2,1,3,2,1,1,2,1,2,1
"21",2,2,1,3,3,2,3,2,3,3,3
"22",3,2,3,3,2,3,3,1,1,1,3
"23",3,2,3,1,1,1,1,1,2,1,1
"24",1,3,1,3,1,2,3,3,2,2,3
