"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,1,1,3,2,1,3,1
"2",1,3,3,3,3,1,1,1,1
"3",3,3,1,1,2,2,3,1,2
"4",3,2,3,3,3,3,2,2,3
"5",3,3,2,1,3,2,1,1,3
"6",1,1,1,3,3,2,2,1,2
"7",2,2,3,2,2,1,3,3,2
"8",3,2,3,2,1,2,2,2,1
"9",1,1,3,3,2,3,2,3,2
"10",2,2,2,3,3,1,3,3,3
"11",2,1,2,2,2,2,3,3,3
"12",1,1,2,2,3,2,2,1,1
"13",3,2,1,2,3,3,3,1,1
"14",3,1,1,2,2,1,3,2,2
"15",3,3,2,1,2,2,3,2,3
"16",3,2,1,3,1,1,1,1,2
"17",2,1,1,1,3,3,1,2,3
"18",3,1,2,2,3,3,1,1,2
"19",2,2,3,2,1,1,1,3,3
"20",3,2,2,2,1,3,3,2,3
"21",3,3,2,1,1,1,1,1,3
"22",1,2,2,2,3,2,1,2,1
"23",3,3,2,2,1,3,3,3,3
"24",1,2,3,2,3,1,1,2,1
"25",3,3,2,2,2,3,3,1,3
"26",1,3,3,2,2,2,3,1,3
"27",2,1,2,2,1,2,2,2,2
