"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,3,1,1,4,4,1,2
"2",4,1,3,1,4,3,2,3
"3",3,3,4,2,3,4,2,1
"4",2,4,1,1,4,1,3,3
"5",1,1,3,3,3,2,3,2
"6",2,1,1,4,1,4,4,4
"7",3,1,4,3,1,2,1,3
"8",2,3,2,4,3,4,3,2
"9",1,3,3,4,3,1,3,4
"10",1,2,3,2,2,4,2,4
"11",3,1,2,1,4,4,4,3
"12",1,4,4,2,1,1,2,2
"13",1,3,2,2,4,3,3,2
"14",3,3,3,4,2,4,3,4
"15",2,3,1,4,1,2,1,2
"16",2,3,2,1,4,2,3,2
"17",2,2,4,4,4,2,4,1
"18",1,2,3,3,2,4,2,3
"19",1,4,3,4,3,3,1,3
"20",3,3,1,1,3,3,1,2
"21",1,3,3,4,1,1,2,1
"22",4,3,2,3,1,4,3,2
"23",3,4,4,3,3,2,4,1
"24",4,1,4,3,2,4,4,3
"25",3,3,2,3,1,3,3,1
"26",3,3,2,1,2,2,1,4
"27",3,1,2,2,2,4,2,1
"28",1,3,4,2,4,4,4,3
