"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,3,1,2,3,1,3,2,3,2,1,2,1,2,1,1,3
"2",2,2,1,2,2,3,3,2,1,3,2,3,3,2,3,2,3
"3",1,1,2,3,3,1,2,1,2,1,1,1,1,3,2,1,3
"4",3,1,1,2,2,3,3,1,3,1,2,2,1,2,3,2,2
"5",2,3,2,2,3,1,3,3,2,2,3,3,2,1,2,3,2
"6",1,3,1,1,2,1,1,2,1,2,3,3,3,2,3,1,1
"7",1,3,3,3,3,1,3,2,3,2,3,3,1,2,2,2,3
"8",1,3,2,3,1,2,2,1,2,3,1,3,3,2,3,2,1
"9",1,1,2,2,2,2,2,1,2,3,2,1,2,2,3,2,3
"10",1,1,1,1,1,2,3,3,3,1,1,1,2,1,3,2,2
"11",3,2,2,3,1,2,1,2,3,1,1,3,3,2,1,3,1
"12",3,1,1,3,3,2,1,2,3,1,2,1,2,2,1,3,3
"13",2,1,3,1,3,2,1,2,2,2,2,2,1,2,2,2,1
"14",1,2,1,3,1,1,3,1,2,2,3,2,3,2,1,3,2
"15",1,1,3,3,1,1,2,3,2,1,2,1,1,3,1,1,1
"16",3,3,2,2,3,1,1,2,1,3,3,1,1,1,2,1,1
"17",1,3,2,1,2,3,3,1,1,2,1,2,1,1,3,3,2
"18",2,3,2,2,2,2,1,2,3,2,3,2,2,3,3,2,1
"19",2,3,2,3,1,1,2,3,2,3,3,1,2,2,2,3,3
"20",3,3,3,3,2,3,1,2,1,2,1,1,1,2,1,1,3
"21",1,1,3,2,3,2,3,2,3,1,3,1,1,2,3,3,2
