"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,4,2,4,2,4,3,4,3
"2",1,2,1,2,1,3,4,3,3
"3",1,3,4,3,1,3,1,4,3
"4",1,4,1,2,1,2,4,3,4
"5",1,2,1,2,3,3,2,4,1
"6",4,4,4,3,1,1,4,3,3
"7",1,1,3,2,4,4,3,2,1
"8",1,3,1,1,1,3,1,4,3
"9",3,4,1,2,3,1,4,3,1
"10",1,4,1,4,2,2,4,3,1
"11",3,2,1,3,2,4,1,2,1
"12",2,3,4,4,3,3,3,3,3
"13",2,3,3,1,2,1,2,1,1
"14",3,2,4,2,1,2,3,4,2
"15",2,1,1,2,2,4,4,1,1
"16",1,3,4,3,2,3,1,1,4
"17",1,4,1,2,2,1,4,2,1
"18",2,2,2,1,1,4,4,3,2
"19",2,3,4,3,3,1,4,2,4
"20",1,1,1,4,4,3,1,1,3
"21",1,1,1,3,4,2,3,2,2
"22",1,4,1,1,2,1,4,4,3
"23",3,4,4,1,4,3,1,3,1
"24",1,4,3,3,1,3,3,2,3
