"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,3,2,2,3,1,2,1,2,1
"2",1,2,2,1,2,2,3,2,3,2,2
"3",1,2,2,2,1,1,1,3,2,2,3
"4",1,3,3,3,3,3,1,1,2,2,3
"5",3,1,1,2,1,3,1,3,3,1,1
"6",1,3,1,3,1,1,3,1,2,3,2
"7",2,2,2,2,2,1,2,1,2,3,3
"8",1,2,1,3,2,2,3,3,1,3,1
"9",3,1,3,1,2,2,2,1,3,3,1
"10",2,2,2,2,1,3,1,2,3,1,3
"11",1,3,2,2,1,1,3,1,3,2,3
"12",1,1,2,2,3,3,1,3,1,1,2
"13",3,3,1,2,2,2,3,3,3,2,1
"14",2,2,3,1,2,3,3,2,2,1,3
"15",3,1,3,3,2,3,3,2,2,2,3
"16",3,1,2,1,2,1,3,1,3,2,2
"17",3,2,3,1,3,2,3,2,2,2,1
"18",3,1,3,1,2,1,1,3,3,3,1
"19",3,3,3,3,3,3,3,3,1,2,2
"20",1,3,3,2,3,1,2,1,1,3,1
"21",1,3,3,2,3,3,3,3,1,3,1
"22",3,1,1,3,2,3,3,3,1,1,1
"23",1,2,1,2,3,3,3,2,1,2,3
"24",1,3,3,3,1,3,3,1,2,3,1
"25",1,1,3,3,1,2,1,1,1,2,2
"26",1,3,3,2,2,2,3,3,1,3,2
"27",1,2,1,2,2,2,3,2,2,1,3
"28",3,1,3,2,2,1,1,3,3,2,1
"29",1,2,1,3,3,3,2,3,3,3,3
"30",2,1,2,3,1,2,3,3,2,2,3
