"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,3,1,3,2,1,1,2,2,1,1,1,2
"2",1,1,1,2,2,3,3,3,2,3,3,3,3
"3",2,3,3,3,1,3,3,3,3,2,1,1,2
"4",1,1,3,3,3,3,2,3,1,2,3,1,2
"5",2,3,2,1,2,1,2,3,1,2,3,3,1
"6",1,2,1,2,1,1,2,1,1,2,3,1,1
"7",1,2,2,2,1,3,1,2,1,1,1,3,1
"8",1,1,2,2,2,1,3,1,2,1,3,3,1
"9",1,2,2,3,2,2,3,2,3,1,3,3,1
"10",2,3,1,3,1,2,2,3,3,3,1,1,1
"11",1,3,1,3,1,2,2,3,1,1,1,2,2
"12",3,2,2,2,3,3,2,2,2,3,3,3,3
"13",3,1,2,1,1,3,1,2,2,1,2,2,1
"14",2,3,1,2,1,1,2,3,1,3,2,2,1
"15",3,3,1,2,2,2,3,2,1,3,1,2,2
"16",1,3,2,1,1,1,1,3,1,1,2,1,3
"17",3,2,2,3,1,3,1,2,3,3,3,2,2
"18",3,2,1,2,3,3,1,3,3,2,1,1,1
"19",2,2,1,2,2,2,2,3,1,3,1,2,3
"20",1,1,3,3,3,3,2,3,1,3,1,2,3
"21",3,3,3,3,1,1,2,1,3,1,1,2,1
"22",1,2,3,2,3,3,2,3,3,3,2,3,1
"23",3,2,1,3,3,2,1,3,3,3,1,3,3
"24",1,2,2,1,2,1,3,2,2,3,2,2,3
"25",2,3,3,1,2,1,3,2,1,3,3,3,3
"26",3,3,3,3,1,3,1,3,1,1,2,1,3
"27",2,3,2,1,2,3,1,3,1,1,2,2,2
"28",2,3,1,2,3,3,3,1,2,3,3,1,3
"29",3,3,1,1,3,1,1,2,2,2,3,1,2
"30",3,3,3,1,2,3,3,3,3,3,3,1,3
"31",3,2,1,1,2,1,2,3,3,3,3,2,3
"32",1,1,3,1,3,1,2,3,1,2,1,2,1
"33",1,1,1,3,3,1,1,3,2,1,3,3,1
"34",2,3,1,3,3,3,2,1,3,3,2,1,1
"35",1,2,3,3,1,1,2,2,1,1,2,1,2
"36",2,2,3,1,1,2,3,1,2,2,3,3,3
"37",2,2,3,3,2,3,2,1,2,1,2,2,3
"38",1,2,1,1,3,3,2,2,2,3,2,1,1
"39",1,3,2,2,1,3,2,3,2,2,1,2,3
