"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,3,2,3,1,2,3,3,2,3,3,1,3,2
"2",3,3,3,3,2,2,3,3,1,1,3,3,1,2
"3",1,1,3,1,2,3,3,2,1,2,2,3,3,1
"4",1,1,2,1,1,2,2,3,3,3,3,1,2,2
"5",3,2,1,3,3,2,1,3,2,2,3,2,3,3
"6",1,1,3,2,3,2,2,1,2,2,2,2,2,1
"7",2,2,1,2,2,3,3,3,3,3,1,1,1,1
"8",2,3,3,2,3,1,3,1,1,3,1,3,1,3
"9",1,2,2,2,3,3,1,2,3,1,1,2,3,3
"10",1,1,1,2,3,1,3,3,1,1,1,1,3,2
"11",3,3,2,1,1,3,3,2,3,2,3,3,1,3
"12",1,3,1,3,3,1,1,2,1,1,1,1,3,1
"13",1,3,1,3,1,2,3,3,2,3,3,1,2,1
"14",1,2,3,2,2,2,3,3,1,1,2,2,1,3
"15",3,3,3,1,2,3,3,3,1,1,1,2,2,3
"16",3,2,2,1,3,2,3,3,3,2,2,2,2,2
"17",3,3,3,1,3,3,2,3,2,1,2,3,3,1
"18",3,1,1,1,1,1,1,3,3,3,1,2,1,3
"19",1,2,1,1,1,2,3,2,3,2,1,3,1,2
"20",2,2,2,1,1,3,2,1,2,3,1,3,1,3
"21",2,1,3,2,1,3,2,1,3,1,3,3,1,2
"22",1,2,3,1,3,3,3,2,2,1,3,1,3,1
"23",1,2,2,1,2,3,2,1,1,2,1,3,3,2
"24",3,3,3,1,1,2,3,1,2,1,1,2,1,3
"25",1,3,2,3,2,1,1,2,1,3,3,2,3,3
"26",3,1,2,1,1,3,2,3,1,3,1,2,3,3
"27",1,3,3,2,1,2,3,1,2,3,2,1,2,2
"28",3,2,3,3,3,1,2,3,2,3,3,2,1,2
"29",3,2,3,3,1,3,1,1,1,2,2,1,1,2
"30",2,3,1,1,3,3,2,2,2,3,2,3,1,1
"31",3,3,3,2,1,2,2,1,3,3,1,1,3,1
"32",1,1,1,3,3,2,3,2,2,3,2,2,2,3
"33",2,1,3,3,1,3,1,1,1,1,2,2,1,2
