"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,4,3,2,1,1,3,1,1,1,2
"2",3,3,1,4,2,4,1,3,2,3,1
"3",3,1,4,1,1,1,4,1,3,3,1
"4",3,1,3,4,2,1,4,2,3,4,4
"5",2,2,1,4,2,3,3,4,3,2,1
"6",4,4,3,3,2,4,4,1,3,2,2
"7",2,3,4,1,3,4,2,1,4,3,2
"8",1,2,3,4,4,2,2,2,4,4,2
"9",2,4,1,3,2,4,3,3,2,2,3
"10",4,4,3,2,1,1,4,4,4,2,1
"11",1,1,4,4,3,2,1,3,4,2,2
"12",1,2,2,3,2,1,3,2,2,4,4
"13",4,4,3,4,2,1,2,4,2,4,3
"14",2,3,4,1,1,3,1,2,4,2,3
"15",3,1,1,4,2,3,2,3,3,3,2
"16",1,2,2,2,1,1,3,3,2,2,3
"17",2,2,3,1,4,4,3,1,1,3,1
"18",2,1,4,4,4,4,1,3,3,1,1
"19",1,1,4,4,4,3,3,3,1,2,4
"20",1,4,4,1,3,2,3,1,1,3,4
