"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,1,1,3,1,3,2
"2",2,1,3,1,2,3,1,2
"3",1,2,1,2,2,3,1,2
"4",3,2,2,1,1,1,2,2
"5",1,2,2,3,3,2,1,3
"6",3,3,2,2,1,2,2,3
"7",1,2,1,3,1,3,3,2
"8",2,3,1,3,3,2,1,2
"9",2,3,3,2,3,1,3,3
"10",1,3,3,1,3,3,1,2
"11",2,1,3,1,1,1,2,2
"12",3,2,1,1,2,2,3,2
"13",3,1,3,2,1,2,2,1
"14",1,2,3,2,3,1,2,1
"15",3,1,1,3,2,3,3,2
"16",2,3,2,3,2,2,3,3
"17",1,2,2,2,2,2,1,1
"18",1,3,3,3,2,3,3,1
"19",2,3,2,2,2,2,1,3
"20",1,3,3,3,3,1,3,1
"21",3,3,2,3,1,3,2,2
"22",3,3,3,3,1,2,3,3
"23",1,3,3,3,2,1,3,3
"24",2,2,2,2,2,3,3,2
"25",1,1,2,2,2,2,3,1
"26",1,2,1,3,1,2,1,3
"27",1,2,2,3,1,3,3,2
"28",3,2,2,3,2,3,3,3
"29",2,3,2,1,2,2,3,3
"30",1,1,3,2,2,1,2,2
"31",2,2,3,2,2,3,3,2
"32",3,3,2,2,2,2,2,2
"33",1,2,3,2,3,3,2,3
"34",3,1,2,2,2,1,1,3
"35",3,2,1,2,3,3,1,2
"36",3,1,1,2,2,2,1,2
"37",3,1,3,3,2,2,1,3
"38",2,1,2,2,2,2,3,1
"39",3,2,2,3,1,2,3,3
