"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,2,3,1,1,3,1,3,2,1
"2",1,4,2,1,1,4,3,3,4,2
"3",4,4,1,3,3,3,3,1,2,4
"4",1,3,1,4,2,3,2,4,2,2
"5",2,2,1,3,2,3,3,3,4,4
"6",4,4,1,1,4,2,4,1,3,2
"7",2,4,2,3,3,2,4,3,1,1
"8",4,1,4,4,1,3,1,1,2,3
"9",4,4,4,3,3,3,2,3,2,3
"10",2,3,4,2,4,1,1,4,3,4
"11",4,1,4,3,2,2,3,2,1,4
"12",4,3,4,3,2,1,4,4,2,1
"13",1,1,4,4,4,4,4,3,2,2
"14",1,4,3,4,4,3,2,2,3,1
"15",4,1,4,2,3,1,1,2,2,4
"16",4,3,2,3,4,4,4,1,2,3
"17",4,2,2,1,4,4,4,2,3,2
"18",2,2,3,2,3,3,2,4,3,3
"19",1,3,3,3,1,2,4,1,4,2
"20",2,3,4,3,4,1,1,3,2,2
"21",1,4,4,4,3,4,4,2,1,3
"22",2,3,4,1,1,2,2,3,1,4
"23",3,3,3,1,3,4,4,2,3,1
"24",1,4,3,3,2,1,2,2,3,1
