"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,3,2,2,3,3,1,1,1,1,1,1
"2",2,2,2,1,1,3,1,1,1,1,2,2,2
"3",3,2,2,1,3,1,2,2,3,1,2,2,1
"4",2,3,1,1,3,3,2,1,2,2,1,1,3
"5",2,1,3,3,3,1,3,3,3,3,1,2,3
"6",1,2,1,3,3,2,2,2,3,3,1,1,1
"7",1,1,1,2,2,2,3,1,3,2,3,2,3
"8",1,1,3,3,3,2,2,3,1,3,1,1,1
"9",1,1,2,1,2,3,2,2,2,2,2,1,3
"10",1,2,3,3,3,2,1,2,3,3,1,3,2
"11",3,2,3,2,3,3,2,2,2,1,1,2,2
"12",3,3,1,1,1,2,1,2,1,1,1,1,3
"13",3,2,3,2,1,3,3,1,2,3,1,1,2
"14",3,2,3,1,1,1,2,3,3,1,2,2,2
"15",2,1,1,1,1,1,1,3,3,2,2,1,2
