"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,3,1,1,1,2,1,4,3,2,4,1,1,1,2,3,2,4,3
"2",4,4,2,2,1,1,1,2,4,3,3,2,2,2,4,1,3,2,3
"3",3,1,3,1,3,3,3,3,1,3,2,4,2,4,4,4,2,2,4
"4",3,1,3,3,2,2,4,4,3,3,4,2,4,2,4,3,4,3,4
"5",1,2,3,3,2,3,1,1,2,3,4,3,2,2,3,1,2,4,4
"6",3,3,2,2,4,1,2,3,1,1,3,2,4,3,1,2,3,4,1
"7",3,3,2,2,2,1,4,1,3,2,1,4,3,3,4,2,3,4,2
"8",2,2,1,4,4,1,4,3,2,2,1,1,1,4,1,4,2,3,1
"9",2,3,2,1,3,2,4,1,3,4,4,2,3,2,2,4,2,1,1
"10",4,1,2,4,4,2,4,4,4,3,1,2,1,3,4,1,4,2,2
"11",3,2,1,4,4,1,3,1,1,2,2,4,2,3,3,3,2,1,4
"12",2,2,3,4,2,3,1,3,1,3,1,2,4,2,3,2,4,4,1
"13",1,2,2,3,2,4,1,2,1,2,4,3,4,1,4,3,3,1,3
"14",4,4,1,4,3,4,4,1,1,2,2,4,1,3,2,4,2,3,2
"15",4,2,3,4,4,4,2,3,3,2,3,1,3,3,2,4,3,2,4
"16",3,3,1,1,2,3,2,1,1,3,3,3,4,1,3,1,3,4,4
"17",2,1,1,2,2,3,4,2,2,4,3,3,1,1,1,3,2,2,2
"18",1,2,2,4,4,4,4,4,2,1,2,1,2,1,1,4,3,3,4
"19",4,2,4,1,1,3,2,2,3,1,2,4,3,4,3,3,4,1,4
"20",2,1,4,1,4,1,1,2,1,2,4,1,2,3,3,3,4,4,2
"21",2,3,4,2,1,2,4,3,3,2,4,4,2,4,4,1,2,4,2
"22",2,2,4,4,4,2,2,3,3,4,1,3,2,2,2,2,1,2,1
"23",2,2,1,2,3,1,4,2,1,4,1,3,3,1,4,1,4,1,1
"24",4,2,1,1,4,1,4,4,3,3,2,4,1,2,2,1,2,4,4
"25",2,1,1,4,3,1,4,4,3,1,3,4,4,3,2,2,4,4,4
"26",3,2,3,1,4,3,2,2,2,1,4,2,4,3,2,4,3,1,2
"27",3,2,4,3,1,1,1,1,1,3,2,1,4,2,1,1,4,1,4
"28",2,3,3,2,3,4,2,3,2,3,2,2,1,3,2,4,3,2,4
