"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,4,2,4,3,1,1,4,4
"2",3,3,3,4,3,1,2,2,3
"3",3,3,4,3,4,2,1,4,1
"4",4,3,4,3,1,3,3,4,2
"5",2,4,3,4,4,3,1,3,4
"6",2,4,1,1,4,2,3,1,2
"7",1,1,3,2,4,3,2,3,4
"8",1,1,1,3,2,2,3,3,1
"9",3,1,4,2,1,4,4,1,3
"10",3,2,4,3,3,1,1,4,4
"11",3,3,1,3,1,4,1,2,2
"12",3,1,1,2,1,4,1,3,2
"13",3,3,4,2,1,1,4,3,1
"14",4,3,3,3,4,2,4,2,4
"15",3,2,4,4,2,1,1,2,2
"16",2,3,4,2,4,2,1,2,2
"17",4,4,3,2,1,2,2,3,1
"18",1,4,3,2,1,2,2,1,1
"19",2,1,3,3,1,3,4,2,4
"20",2,2,2,4,4,4,3,3,3
"21",3,2,4,1,1,1,3,1,3
"22",1,3,1,1,2,2,4,4,1
"23",2,4,1,2,1,1,1,2,1
"24",4,3,4,1,4,4,2,1,2
"25",3,4,3,4,3,3,2,4,1
"26",2,1,2,1,2,1,1,4,1
"27",3,1,1,3,1,2,2,3,2
"28",3,2,2,3,3,3,3,2,3
"29",1,3,4,2,1,2,1,4,3
"30",1,4,3,3,2,4,1,3,2
"31",2,2,4,4,2,4,3,3,3
"32",3,2,3,2,2,3,4,1,2
"33",2,1,4,3,3,2,2,2,1
"34",1,2,4,2,4,4,2,3,3
"35",3,3,1,4,1,4,3,2,2
"36",3,4,2,2,3,1,2,1,3
