"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,4,3,4,3,2,3,4,3
"2",3,4,3,3,4,3,3,3,2,1
"3",4,2,2,4,1,4,1,1,2,1
"4",4,1,4,4,1,4,2,4,3,1
"5",2,1,2,1,2,1,2,3,3,3
"6",4,1,4,4,4,2,1,2,4,2
"7",3,1,1,2,4,2,2,4,4,4
"8",3,2,3,2,3,2,4,2,4,1
"9",2,3,3,4,4,4,1,3,2,3
"10",1,4,3,4,2,4,2,2,2,3
"11",3,1,4,1,3,4,3,3,4,1
"12",2,2,3,2,1,3,3,2,2,2
"13",2,3,3,4,3,1,1,4,2,1
"14",3,4,2,4,3,4,4,4,4,1
"15",3,2,3,1,2,3,1,3,3,2
"16",2,4,4,1,2,1,4,2,2,1
"17",3,3,3,4,3,2,3,4,4,2
"18",3,2,1,2,3,2,2,3,4,1
"19",4,1,4,4,2,2,2,3,2,2
"20",3,3,4,4,4,1,4,4,4,1
"21",3,2,1,1,3,4,2,2,4,1
"22",1,2,1,3,1,4,3,4,2,1
"23",1,2,1,1,1,4,3,3,3,3
"24",2,3,1,1,3,2,1,1,1,4
"25",1,2,1,2,2,3,3,1,1,1
"26",2,4,2,1,1,4,2,4,2,2
"27",1,1,2,4,3,4,3,2,4,4
"28",3,2,3,3,3,2,2,4,3,3
"29",4,3,4,1,3,4,1,4,4,3
"30",1,3,4,1,4,3,2,3,1,2
"31",4,3,2,3,2,4,4,4,1,4
"32",4,4,1,3,3,2,1,2,3,4
"33",3,2,3,4,1,1,3,3,2,4
"34",1,1,2,2,1,4,3,1,4,2
"35",2,3,4,1,3,4,2,3,2,1
"36",4,1,3,2,4,2,1,3,1,1
