"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,2,2,2,1,1,3,1,1,1,1,1,2,2,3,1,1
"2",1,3,2,3,2,3,2,1,3,2,2,3,1,3,1,1,1
"3",1,2,1,3,3,1,1,3,2,2,3,1,3,2,3,2,2
"4",2,3,2,2,2,1,1,1,3,2,2,2,1,1,3,1,1
"5",3,1,2,2,1,1,2,3,2,2,1,2,2,2,3,1,2
"6",2,1,3,2,3,1,2,3,1,2,1,2,1,3,2,2,2
"7",1,2,2,2,2,2,1,2,3,2,1,1,2,2,1,2,1
"8",1,2,2,1,1,3,3,2,1,2,1,2,3,2,3,2,1
"9",2,2,1,2,1,1,2,1,2,1,3,1,3,2,3,1,1
"10",3,2,1,1,1,1,1,3,1,2,3,1,2,1,2,3,1
"11",3,2,3,2,2,1,3,3,2,3,3,2,2,1,2,3,3
"12",3,3,2,2,1,2,3,3,2,1,3,2,1,2,1,1,3
"13",2,1,2,2,3,2,2,2,3,3,1,1,2,3,1,1,3
"14",1,2,1,2,3,2,3,3,2,1,1,2,1,3,3,2,1
"15",3,1,1,2,3,3,1,3,2,3,1,3,3,1,2,2,3
"16",2,2,2,3,3,2,2,3,3,1,2,1,3,3,1,1,1
"17",3,3,3,1,1,2,1,1,2,1,1,2,3,3,2,2,1
"18",3,2,2,1,3,3,2,1,1,2,1,1,1,3,3,1,2
