"","V1","V2","V3","V4","V5","V6"
"1",3,3,1,1,3,1
"2",3,1,3,2,3,3
"3",3,3,3,2,3,3
"4",3,2,1,1,1,2
"5",3,3,2,3,1,1
"6",1,1,3,2,1,1
"7",1,1,1,3,3,3
"8",2,2,3,1,1,1
"9",2,2,1,1,1,2
"10",1,3,1,1,1,2
"11",1,2,3,2,3,3
"12",2,3,1,3,1,3
"13",1,3,3,3,1,1
"14",2,3,1,3,2,1
"15",3,1,1,2,3,1
"16",3,2,3,3,1,1
"17",1,3,3,3,1,1
"18",2,1,3,3,2,2
"19",2,2,2,1,1,1
"20",2,1,1,2,3,3
"21",1,3,1,3,3,3
"22",1,3,2,2,2,1
"23",1,3,1,2,1,2
"24",1,3,2,2,1,2
"25",1,1,3,1,3,2
"26",1,2,2,1,1,2
"27",1,2,1,3,1,1
"28",1,2,1,3,3,2
"29",2,2,2,2,1,1
"30",1,2,2,1,1,2
"31",3,3,1,2,3,3
"32",2,2,1,2,1,1
"33",2,1,1,3,1,3
"34",3,3,3,2,1,3
"35",3,2,3,1,1,1
"36",1,3,2,1,3,3
"37",1,3,3,3,3,2
"38",3,2,2,3,1,1
"39",2,3,1,1,1,1
"40",2,2,2,3,1,2
"41",1,1,2,3,2,2
"42",1,2,3,2,3,2
