"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,3,1,2,1,2,1,2,1
"2",1,3,2,1,2,3,3,2,1,3
"3",1,1,2,3,2,3,3,3,2,3
"4",2,1,3,2,2,1,2,2,2,3
"5",2,1,1,3,1,1,1,2,2,2
"6",3,3,1,3,3,2,2,3,1,3
"7",3,1,1,2,3,1,3,3,2,3
"8",2,2,1,3,1,2,3,1,1,2
"9",1,3,2,2,2,1,2,3,1,2
"10",3,2,3,2,3,3,1,3,2,1
"11",2,3,2,2,2,2,2,2,3,2
"12",1,1,2,3,3,2,1,3,3,2
"13",1,2,1,2,1,3,1,1,3,1
"14",3,1,2,3,1,3,2,2,3,2
"15",2,1,1,2,3,2,3,2,3,3
"16",1,1,1,1,2,2,2,3,2,2
"17",3,1,3,3,1,1,1,1,2,2
"18",2,2,1,1,2,2,3,1,1,2
"19",2,1,1,2,3,1,2,3,1,2
"20",2,1,3,3,1,1,3,2,2,1
"21",2,3,3,3,3,1,2,3,2,3
"22",2,3,3,3,2,2,1,2,3,1
"23",1,1,2,3,2,2,1,3,1,1
"24",1,2,1,1,3,3,1,1,1,1
"25",2,1,2,3,1,3,2,1,3,2
"26",1,3,3,1,2,2,1,3,2,2
"27",1,2,2,2,3,2,3,3,1,2
"28",3,1,1,1,1,1,2,3,1,2
"29",3,2,3,2,2,1,2,2,3,3
"30",1,3,1,1,1,1,3,1,3,1
"31",3,1,1,1,3,2,2,3,2,3
"32",1,2,2,2,2,1,2,3,1,2
"33",2,3,3,3,2,3,3,2,1,1
