"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,4,3,2,3,3,1,1,1,2,4,4
"2",1,2,4,3,4,4,4,1,1,2,2,2,3
"3",1,4,4,4,1,4,1,2,2,2,4,4,3
"4",3,1,4,1,4,3,1,2,3,4,3,2,1
"5",3,2,2,3,1,2,4,4,3,3,3,2,4
"6",4,3,3,3,4,4,3,4,3,3,4,3,2
"7",3,3,4,3,1,2,2,4,2,4,1,3,3
"8",3,1,3,4,3,3,4,2,2,3,1,1,1
"9",3,1,1,1,4,1,1,1,4,3,2,3,4
"10",1,1,4,2,1,1,3,3,1,1,4,4,3
"11",4,2,1,2,1,4,1,3,4,1,1,2,4
"12",4,2,3,3,2,1,1,1,1,3,4,3,4
"13",2,2,2,3,3,3,1,4,2,2,1,1,1
"14",4,1,2,1,4,4,2,3,4,4,2,3,4
"15",4,1,2,1,2,2,1,1,2,3,4,4,2
"16",3,4,4,3,3,4,2,2,2,1,2,4,2
"17",3,1,3,2,2,4,4,4,1,2,3,4,1
"18",4,3,1,1,1,2,1,4,3,1,4,3,4
"19",4,4,4,3,4,3,3,1,4,3,4,4,2
"20",4,3,4,2,2,4,1,3,4,3,4,4,1
"21",3,3,1,2,2,4,3,1,2,1,2,4,4
"22",1,3,1,3,1,4,3,2,4,3,3,2,1
"23",2,3,3,4,4,2,4,4,4,2,4,3,1
"24",3,3,1,2,2,3,2,1,2,1,1,1,2
"25",2,2,3,1,2,1,2,3,2,1,1,4,2
"26",2,4,2,2,3,2,1,2,4,1,4,3,1
"27",4,3,3,1,1,3,1,3,4,1,3,4,2
"28",2,2,4,1,2,4,4,4,4,2,4,3,3
