"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,3,2,2,2,3,1,3,1,2,1,1,2,2,2,3,1
"2",3,3,3,1,1,2,3,3,3,1,2,2,3,2,3,2,2
"3",1,3,2,1,3,1,1,3,2,3,1,3,2,3,2,1,1
"4",2,2,3,2,2,1,1,1,1,1,1,3,3,2,1,2,1
"5",1,3,3,1,1,2,3,1,1,3,1,3,2,1,3,3,2
"6",2,2,2,2,3,3,2,1,2,1,2,2,1,3,1,3,2
"7",3,3,3,2,3,2,1,3,3,2,1,3,3,2,3,1,2
"8",3,3,1,2,2,2,3,1,2,2,2,1,3,1,2,2,3
"9",1,2,1,3,3,2,3,2,1,2,3,3,1,1,3,1,1
"10",1,2,2,2,3,3,1,3,2,3,1,2,1,3,3,3,3
"11",3,2,3,1,1,1,3,2,3,2,1,1,2,1,1,1,3
"12",3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3
"13",3,2,1,3,2,1,2,3,1,3,3,2,1,3,1,2,2
"14",2,2,1,2,3,3,1,3,3,3,3,1,1,1,3,2,3
"15",3,2,2,2,2,3,2,1,1,1,1,1,3,1,2,1,3
"16",2,2,1,2,3,2,1,3,1,3,1,1,1,1,2,3,2
"17",2,3,1,2,1,1,3,1,1,1,2,2,1,2,3,3,2
"18",3,3,2,3,3,2,1,1,2,3,2,3,3,1,1,3,1
"19",1,2,2,2,3,3,3,3,3,3,3,1,2,2,3,1,1
"20",3,1,1,2,1,2,3,3,2,3,3,2,1,1,2,3,1
"21",1,3,3,3,3,1,1,3,2,1,3,3,1,3,3,3,1
"22",3,3,3,3,1,1,3,2,3,2,2,1,1,3,1,1,1
"23",1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,3,1
"24",1,1,3,2,3,1,2,3,3,2,3,3,1,3,3,1,2
"25",2,1,2,3,1,1,1,3,2,1,2,3,3,2,1,2,2
"26",1,2,2,3,1,2,3,1,2,3,2,1,2,2,3,2,2
"27",3,2,1,3,2,3,3,3,2,2,3,1,3,2,3,2,3
"28",2,1,3,1,2,1,1,2,3,1,2,2,2,2,3,1,1
"29",3,2,3,2,3,3,1,2,1,3,1,2,1,2,1,1,1
"30",2,1,3,1,1,1,3,1,1,2,3,3,2,2,1,2,3
"31",3,1,1,3,3,1,2,3,2,3,1,1,3,3,3,1,3
"32",1,1,3,1,1,3,3,2,2,1,1,2,2,2,1,1,3
"33",2,2,2,2,3,3,1,2,1,1,1,2,2,2,2,3,1
