"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",1,1,2,2,4,4,4,1,2,3,1,1,3,2
"2",4,3,2,4,1,4,4,1,3,2,2,1,3,3
"3",4,1,2,4,4,4,4,4,3,3,4,4,4,2
"4",2,1,3,2,4,3,2,1,2,2,4,1,1,4
"5",3,1,4,4,2,3,3,4,1,4,4,3,3,3
"6",1,2,4,1,3,1,4,1,4,4,1,3,3,3
"7",3,2,1,4,2,1,1,4,4,2,1,3,2,4
"8",2,2,4,1,4,4,2,3,3,2,2,2,4,3
"9",3,3,4,3,4,1,4,3,3,3,3,4,1,4
"10",1,2,2,4,1,1,4,4,2,1,3,3,2,3
"11",2,3,2,3,4,2,3,2,4,3,3,1,3,4
"12",2,3,1,2,4,2,4,1,4,3,2,3,2,4
"13",2,4,1,1,4,2,3,1,2,1,4,3,1,4
"14",3,3,3,2,1,2,3,1,4,4,1,2,4,4
"15",3,4,3,2,3,1,2,4,3,2,2,4,2,1
"16",2,3,1,4,4,1,3,3,2,2,2,1,4,2
"17",4,3,4,1,3,1,2,4,4,2,3,3,2,4
"18",3,4,4,3,4,2,2,1,2,1,1,4,4,3
"19",2,4,3,3,1,1,2,2,3,1,4,3,1,4
"20",1,3,3,2,1,1,3,2,2,3,2,2,3,3
"21",4,4,3,2,1,2,3,3,2,1,3,4,3,1
"22",2,2,1,2,3,1,2,2,3,1,4,2,2,2
"23",1,3,4,4,2,3,3,1,3,3,1,2,3,2
"24",2,2,4,3,3,2,2,1,4,4,4,3,4,2
