"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,2,1,2,2,1,3,2,1,2,3
"2",2,3,2,2,2,3,1,2,1,2,2
"3",2,1,1,3,2,1,2,2,2,3,1
"4",2,2,3,1,1,3,3,1,1,2,1
"5",2,3,2,1,1,2,1,2,1,1,2
"6",1,1,1,1,2,1,1,2,3,3,1
"7",1,3,2,2,2,3,3,3,2,1,3
"8",3,1,3,1,2,1,1,2,3,2,3
"9",3,3,3,3,3,1,1,3,1,1,3
"10",2,1,1,2,1,1,1,1,1,1,1
"11",3,2,2,3,2,1,1,3,2,3,3
"12",1,1,1,3,2,3,1,1,2,3,3
"13",1,1,1,2,3,2,1,1,3,2,3
"14",3,2,2,2,3,3,1,2,2,3,1
"15",1,2,3,2,3,3,2,1,3,2,1
"16",1,2,1,2,1,2,3,2,2,2,1
"17",2,1,2,3,1,1,1,2,3,1,1
"18",3,3,1,3,3,1,1,2,1,2,3
"19",1,3,1,3,1,1,1,2,1,2,2
"20",2,3,3,1,2,2,3,1,3,3,3
"21",1,1,3,2,1,1,3,3,2,3,2
