"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,1,2,2,2,2,2,1,3,2,1,1,3,2,1,3,2,1,1
"2",2,3,1,2,1,3,2,2,3,2,3,3,1,2,1,3,2,2,3
"3",1,3,3,3,2,1,1,1,3,2,3,2,1,2,2,1,3,3,2
"4",1,3,1,3,1,2,2,3,3,2,1,3,2,1,1,3,3,3,2
"5",2,3,3,3,1,3,2,3,2,2,3,2,1,3,1,1,3,1,3
"6",1,2,3,3,3,1,2,1,2,3,1,3,3,2,2,2,2,1,3
"7",2,1,3,1,2,1,3,2,2,1,2,3,2,3,3,3,2,1,2
"8",3,3,1,3,3,3,2,1,2,1,3,1,2,2,3,2,1,3,1
"9",3,2,3,1,1,2,3,1,3,2,1,1,3,1,2,1,3,1,1
"10",1,1,2,1,1,2,1,3,2,2,1,3,2,2,1,2,3,2,1
"11",2,2,3,3,3,1,1,3,3,3,3,1,2,2,1,2,1,2,1
"12",2,2,2,1,2,3,3,3,1,3,1,3,2,1,2,1,1,1,3
"13",2,3,2,2,3,3,2,2,2,1,2,2,2,1,2,3,2,1,3
"14",2,1,3,2,3,2,1,1,1,2,2,2,3,2,1,3,3,3,3
"15",1,2,2,1,3,2,3,1,3,2,2,2,1,1,2,1,3,2,1
"16",3,1,3,2,1,3,3,2,3,1,3,1,2,3,3,3,1,2,3
"17",2,1,1,3,1,3,3,3,2,2,2,2,1,2,1,1,1,3,2
"18",1,2,2,2,2,2,1,2,1,2,3,3,1,1,1,1,1,1,3
"19",3,3,3,1,1,3,3,1,3,3,2,2,2,3,2,1,1,2,2
"20",3,1,1,3,2,3,1,1,3,1,3,2,1,2,1,3,1,2,3
"21",1,1,1,3,3,3,1,3,2,1,1,2,1,2,2,2,3,3,3
"22",1,3,2,2,2,1,1,3,2,2,2,3,2,1,2,3,3,3,3
"23",2,3,1,3,1,1,2,2,3,2,3,1,2,2,1,1,3,3,1
"24",3,1,3,3,1,3,1,3,3,3,1,2,1,2,3,3,2,3,2
"25",1,3,3,1,3,3,3,3,1,2,1,3,3,2,1,1,1,1,2
"26",1,1,3,1,3,3,2,2,1,3,1,3,1,1,3,2,1,2,2
"27",1,1,1,2,2,1,2,2,1,1,3,3,1,2,1,1,2,1,2
