"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,3,1,1,3,2,1,1
"2",3,1,3,1,1,3,3,2,3
"3",3,3,1,2,3,1,3,3,3
"4",1,1,1,3,2,1,2,3,3
"5",2,2,2,2,3,2,2,1,1
"6",2,3,3,3,2,2,1,2,1
"7",2,1,3,1,2,2,1,1,3
"8",3,3,1,1,3,2,1,3,1
"9",2,1,3,1,3,1,1,2,3
"10",2,3,2,1,2,1,1,2,2
"11",1,2,2,2,2,3,1,3,1
"12",3,3,1,2,2,2,2,3,1
"13",1,1,2,2,1,1,3,3,3
"14",1,1,3,2,1,2,2,2,3
"15",3,2,3,3,1,1,1,1,2
"16",2,3,3,3,2,3,1,1,1
"17",1,1,1,1,2,1,1,2,2
"18",1,2,2,2,3,1,3,1,2
"19",1,2,3,1,3,3,1,2,2
"20",3,2,2,2,2,2,2,1,1
"21",3,2,3,3,2,2,2,3,2
"22",3,3,3,2,3,1,3,2,3
"23",2,3,3,2,2,1,2,2,1
"24",1,1,2,3,2,1,1,3,2
"25",2,1,3,1,3,1,3,2,1
"26",1,1,3,2,2,3,1,1,3
"27",2,1,2,3,1,3,2,2,3
"28",2,2,3,2,3,1,1,3,2
"29",3,1,1,1,3,2,1,3,1
"30",2,1,1,2,1,1,3,2,3
"31",3,2,2,3,3,1,1,1,3
"32",3,3,2,2,1,3,2,1,2
"33",1,2,1,1,3,1,1,3,2
"34",2,1,2,2,2,1,1,2,2
"35",2,2,1,2,2,1,1,3,2
"36",1,2,1,2,2,1,1,1,2
