"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,1,2,3,1,1,3,3,2,1,3,2,2,1,3,1,1,2,3
"2",3,3,2,3,2,2,1,1,3,2,2,3,1,2,3,2,1,3,2
"3",1,1,2,2,2,3,2,2,3,2,2,1,1,2,2,1,1,1,3
"4",3,2,1,2,2,1,2,3,2,2,2,3,1,1,3,3,2,1,2
"5",2,3,1,2,1,1,2,1,1,1,1,3,3,2,2,1,3,1,1
"6",1,2,3,1,3,3,3,2,2,3,2,1,1,1,3,1,2,2,1
"7",2,2,1,1,3,3,2,2,3,3,2,3,2,1,3,3,2,2,1
"8",2,2,1,3,1,3,2,3,2,1,2,3,2,2,1,2,1,1,2
"9",2,1,3,1,1,1,3,2,3,3,1,2,3,1,3,1,3,2,3
"10",3,2,2,1,3,3,1,3,2,1,1,2,2,2,3,1,3,1,2
"11",3,3,2,3,1,3,2,1,2,2,3,3,3,3,1,2,2,2,3
"12",1,1,2,1,2,2,1,2,1,3,2,3,2,2,2,3,3,2,2
"13",3,1,2,2,1,2,2,1,3,1,2,2,3,2,1,3,3,1,3
"14",1,3,2,2,2,3,2,1,2,1,3,2,3,3,2,3,3,2,2
"15",3,2,1,2,2,3,2,2,1,1,2,1,3,2,1,2,2,1,2
"16",3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,1,1,2
"17",2,1,2,3,1,3,1,3,2,1,1,2,3,1,1,3,3,3,2
"18",2,3,3,1,3,3,2,2,3,3,3,1,3,3,2,1,2,1,2
