"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,1,1,1,1,2,3
"2",3,3,2,2,1,3,3,3
"3",2,2,2,3,3,2,2,3
"4",3,2,3,3,2,2,1,1
"5",1,3,3,3,1,1,2,2
"6",1,1,2,2,2,2,3,2
"7",2,2,2,2,1,2,3,2
"8",3,1,3,2,3,3,2,2
"9",1,3,1,2,2,2,3,1
"10",1,2,3,2,1,1,3,3
"11",2,1,3,3,1,2,3,1
"12",2,2,3,1,2,1,1,2
"13",1,3,2,1,2,2,3,1
"14",2,2,1,1,2,1,3,1
"15",2,3,3,3,3,2,3,3
"16",1,2,3,2,3,3,3,1
"17",1,2,1,3,1,2,3,1
"18",3,2,1,3,1,2,1,2
"19",1,3,3,1,1,1,2,2
"20",1,3,2,2,2,2,1,1
"21",3,1,1,2,3,1,3,2
"22",1,3,3,1,2,2,2,3
"23",2,3,1,1,1,2,3,2
"24",3,2,3,1,2,2,2,2
"25",3,2,2,1,3,3,2,3
"26",1,3,3,3,2,1,1,1
"27",2,3,1,2,1,2,1,3
