"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,1,3,2,3,3,1,2,3,2,1,2
"2",2,3,2,2,1,3,2,3,3,3,3,3,2
"3",3,3,2,3,3,3,3,1,1,1,1,3,1
"4",2,3,3,3,3,1,1,2,3,1,3,2,3
"5",3,1,2,2,3,1,2,3,1,1,1,1,1
"6",2,1,3,1,1,3,2,2,1,2,1,2,3
"7",1,3,3,2,3,1,1,1,3,3,2,2,1
"8",2,3,1,2,2,1,2,2,3,2,1,2,3
"9",2,3,1,2,3,1,1,1,2,2,1,2,3
"10",2,1,3,1,1,1,3,3,1,1,1,3,3
"11",3,1,3,3,2,2,1,1,3,3,3,1,3
"12",1,3,2,2,1,3,2,3,2,3,3,3,2
"13",1,1,3,3,3,1,3,3,1,3,3,1,2
"14",2,2,3,3,2,2,1,1,2,3,2,3,3
"15",3,3,1,3,1,3,2,1,1,3,1,2,2
"16",2,1,3,3,1,3,1,1,2,2,3,3,3
"17",2,1,3,3,2,1,1,3,3,1,1,3,2
"18",2,3,1,3,2,1,2,1,3,2,3,2,3
"19",3,3,3,1,3,3,3,1,3,2,1,2,2
"20",2,2,1,2,1,2,3,3,2,3,3,2,1
"21",3,3,2,3,2,2,2,1,2,3,1,2,3
"22",3,2,2,2,3,3,1,1,2,1,3,2,3
"23",1,1,1,1,2,3,3,3,1,3,1,2,2
"24",1,2,3,1,3,2,1,2,1,2,3,3,1
