"","V1","V2","V3","V4","V5","V6"
"1",3,1,3,1,2,1
"2",1,3,3,2,2,1
"3",3,1,3,3,2,2
"4",2,3,1,2,1,2
"5",1,2,2,1,3,1
"6",2,1,2,3,1,2
"7",3,1,2,2,2,1
"8",2,1,3,2,2,2
"9",3,2,1,1,2,3
"10",3,3,3,2,3,2
"11",3,2,1,1,3,2
"12",3,1,3,2,2,3
"13",1,3,1,1,2,3
"14",2,3,2,2,3,2
"15",1,3,3,3,3,2
"16",3,2,3,3,1,3
"17",2,2,2,1,2,1
"18",2,3,3,1,3,2
"19",1,2,1,3,2,2
"20",3,3,1,3,2,1
"21",1,2,2,1,3,3
"22",3,2,3,3,1,2
"23",2,2,1,3,2,2
"24",2,1,1,2,3,1
"25",3,3,2,3,1,1
"26",1,1,3,1,2,1
"27",1,1,3,2,3,3
