"","V1","V2","V3","V4","V5","V6"
"1",2,3,3,1,3,1
"2",1,1,1,2,1,3
"3",2,1,1,2,1,3
"4",2,3,1,2,1,1
"5",1,3,1,1,1,2
"6",2,2,3,1,2,3
"7",1,3,2,3,3,1
"8",3,1,2,2,2,2
"9",2,1,3,3,3,3
"10",1,2,1,3,2,3
"11",3,3,1,3,1,2
"12",1,1,1,3,1,3
"13",3,1,1,3,3,1
"14",1,3,3,3,2,2
"15",3,2,3,3,2,1
"16",3,3,1,2,3,2
"17",1,2,2,3,3,1
"18",2,1,2,3,1,2
"19",1,1,3,3,1,2
"20",3,3,1,1,3,1
"21",3,2,3,1,2,1
"22",1,2,1,3,1,2
"23",2,2,2,2,1,3
"24",2,2,3,2,1,3
"25",2,3,3,3,1,2
"26",3,3,3,1,1,2
"27",1,1,1,2,2,2
"28",1,2,2,1,1,2
"29",1,2,2,2,2,2
"30",1,2,1,2,3,2
"31",1,3,2,1,1,2
"32",3,3,1,1,1,2
"33",2,3,2,1,1,2
"34",1,3,3,2,3,1
"35",1,1,2,2,3,2
"36",2,2,3,1,1,1
"37",3,2,3,2,2,1
"38",3,1,2,3,1,3
"39",1,2,2,2,1,2
"40",1,3,3,2,1,2
"41",2,3,2,1,2,2
"42",3,1,2,1,2,3
"43",1,3,2,3,3,1
"44",3,2,2,1,3,2
"45",2,3,1,3,1,1
