"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,1,4,4,3,4,1,3,1,1,1,2,2,3,1,1,4,3
"2",2,2,3,4,3,4,3,2,2,1,2,1,4,4,2,3,1,4
"3",3,3,3,4,3,2,2,4,4,2,1,2,2,3,3,3,1,4
"4",1,2,1,4,3,1,4,2,1,3,3,4,1,4,2,2,2,4
"5",1,2,4,4,3,2,4,3,4,4,1,3,2,1,3,4,2,2
"6",3,4,4,1,1,1,3,2,4,4,4,3,1,1,4,3,3,4
"7",1,3,3,2,1,2,1,2,4,1,3,4,2,2,2,2,2,1
"8",4,2,3,3,3,4,1,2,3,4,2,3,3,3,3,2,3,4
"9",2,3,2,4,4,3,3,4,2,1,2,1,2,1,4,1,4,3
"10",2,4,3,1,1,4,1,4,3,3,3,2,4,2,2,4,4,4
"11",3,1,1,1,4,4,1,3,4,4,4,3,3,3,4,3,2,1
"12",1,1,1,1,4,2,1,4,3,2,4,3,3,1,1,3,2,3
"13",1,4,2,4,1,2,4,2,1,4,2,1,1,3,1,1,2,2
"14",3,2,3,3,3,3,1,2,4,3,2,1,1,3,3,2,3,2
"15",1,3,3,3,3,4,3,2,2,1,2,4,4,4,3,1,1,3
"16",3,1,1,4,1,3,1,4,3,1,4,1,2,3,3,3,1,4
"17",1,1,2,4,2,2,2,3,4,2,4,2,2,3,4,4,4,1
"18",1,4,3,3,1,3,2,2,2,2,4,3,3,2,1,3,2,1
"19",1,2,1,3,2,4,2,3,1,2,3,2,1,1,3,4,4,4
"20",3,3,2,2,3,3,2,3,3,2,3,1,3,2,2,1,4,4
"21",2,2,3,2,4,3,3,2,3,3,3,1,1,4,4,4,2,2
"22",3,1,2,1,2,4,2,3,1,1,4,1,1,3,1,3,4,2
"23",4,1,4,4,2,4,2,1,1,4,4,4,3,2,1,4,1,3
"24",1,1,3,1,3,1,2,3,4,3,4,1,4,3,1,2,1,1
"25",1,2,3,1,4,1,1,4,1,3,2,3,4,4,3,3,4,4
"26",4,1,4,3,2,3,4,1,2,4,1,1,4,1,3,2,4,4
"27",3,2,4,3,2,3,1,2,1,1,1,2,3,2,4,2,3,1
"28",2,4,4,3,4,4,2,3,1,3,1,3,1,3,4,3,3,4
"29",1,2,2,3,3,3,4,2,3,4,3,2,3,3,1,3,3,3
"30",1,3,3,4,1,2,2,1,2,2,1,2,3,3,3,3,2,3
"31",2,2,2,2,4,2,2,1,4,3,2,4,2,1,3,1,1,2
"32",3,3,3,2,2,4,3,1,2,1,3,4,4,4,3,1,1,3
