"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,1,1,4,4,2,4,4,1,1,2,4,3,4,1,1,3
"2",2,3,3,2,1,4,2,1,3,3,3,4,4,1,4,1,2
"3",2,3,1,3,4,2,4,3,3,4,1,3,2,4,1,1,2
"4",1,4,4,1,2,4,1,1,4,3,4,2,4,3,4,4,4
"5",2,3,4,2,4,1,1,3,2,1,1,1,4,1,4,1,4
"6",2,3,2,2,4,3,3,1,2,4,3,1,3,1,1,2,4
"7",4,3,4,1,4,1,1,2,2,1,4,3,4,4,2,4,4
"8",1,2,1,2,1,2,2,2,1,4,2,1,2,3,4,3,3
"9",3,1,4,4,2,3,4,3,4,4,1,4,1,4,3,1,2
"10",3,3,4,2,3,1,3,3,2,1,4,2,4,3,2,1,2
"11",3,4,1,1,3,2,2,4,3,1,1,2,1,2,4,2,2
"12",2,3,2,1,1,3,4,4,1,1,4,4,3,4,1,2,2
"13",2,1,2,3,3,2,1,3,1,2,1,3,1,3,2,4,3
"14",2,4,3,1,4,3,2,1,2,1,3,3,1,2,1,3,4
"15",4,2,3,1,3,1,2,2,1,2,4,1,2,3,3,4,4
"16",3,2,4,2,3,1,2,4,1,3,1,1,1,1,4,4,3
"17",4,2,2,4,1,1,3,3,4,1,4,4,3,4,2,4,1
"18",3,1,2,4,3,1,3,2,3,2,4,3,3,2,1,3,1
"19",1,3,3,3,2,3,4,3,4,3,2,1,4,4,1,4,3
"20",1,3,4,3,3,3,4,1,3,3,1,4,4,3,2,2,4
"21",2,2,1,3,1,4,1,3,2,3,1,2,4,1,3,1,3
"22",1,3,1,1,1,3,1,3,3,2,1,4,2,2,4,4,3
"23",1,4,3,4,3,1,4,4,1,2,3,4,1,4,3,3,1
"24",3,3,3,4,3,3,1,4,2,2,3,1,1,2,3,4,4
