"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,3,2,1,2,2,1,2,2,2,3,2,1,2,1,3,3,3,3
"2",1,1,3,2,2,1,2,3,3,1,3,1,3,2,2,3,2,1,1
"3",2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,3
"4",1,1,3,2,1,2,2,2,2,3,2,2,2,2,3,3,2,3,3
"5",1,1,2,3,2,2,1,2,1,3,3,3,2,3,1,3,1,1,2
"6",1,2,1,2,3,1,3,2,1,2,1,1,3,2,1,2,3,3,3
"7",3,2,2,3,3,1,3,2,2,3,2,1,2,1,3,1,2,1,2
"8",1,2,2,3,1,1,2,2,2,1,2,1,3,3,3,1,1,2,2
"9",2,3,1,1,1,3,1,1,2,3,1,3,1,2,3,2,2,1,3
"10",3,1,1,2,2,3,1,3,1,2,2,2,3,1,1,1,1,3,2
"11",2,1,2,3,3,2,1,1,3,3,2,2,3,3,1,3,2,2,2
"12",1,3,3,1,3,2,1,1,2,1,2,3,2,2,2,2,3,2,1
"13",3,1,1,3,2,2,2,2,1,3,1,1,1,3,1,3,3,3,1
"14",3,1,3,1,3,2,1,2,1,1,1,2,3,1,1,3,2,2,1
"15",1,1,1,2,1,2,2,2,2,3,3,2,3,1,1,1,2,2,3
"16",1,2,3,3,3,2,2,1,3,2,1,1,2,2,1,1,3,1,3
"17",2,3,3,3,1,3,1,2,1,1,2,1,2,1,3,2,1,1,1
"18",1,3,2,1,1,2,1,1,2,2,1,2,1,2,2,3,3,1,1
"19",3,3,1,3,1,3,2,1,1,2,1,2,1,1,3,2,2,3,1
"20",3,1,2,1,3,1,3,2,3,2,3,1,2,2,1,3,2,1,1
"21",1,1,2,1,3,1,2,3,1,2,1,3,1,1,2,2,2,1,3
