"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,4,4,4,3,3,2,4,1
"2",3,1,4,2,2,1,2,3,3
"3",1,2,3,3,3,2,1,3,2
"4",2,1,2,3,2,4,4,3,2
"5",1,2,2,3,2,1,4,3,2
"6",1,2,1,4,1,2,3,1,4
"7",2,4,1,2,1,4,2,3,4
"8",2,4,2,1,3,4,2,3,4
"9",2,1,1,1,3,2,3,1,1
"10",4,3,1,1,4,2,4,4,4
"11",3,3,2,3,1,1,2,1,3
"12",4,1,2,3,3,2,3,4,3
"13",1,4,2,3,1,1,1,3,4
"14",1,2,2,3,2,2,2,3,3
"15",1,3,3,2,1,3,1,2,4
"16",1,1,2,2,3,3,2,1,4
"17",4,3,1,3,1,3,3,1,4
"18",1,4,1,1,1,4,3,4,3
"19",4,4,2,3,1,3,3,2,3
"20",1,4,1,4,3,3,2,1,2
"21",4,4,1,4,4,2,2,2,4
"22",4,3,3,3,1,4,1,4,1
"23",3,3,3,3,4,2,3,4,1
"24",3,2,2,1,1,1,4,2,1
"25",1,1,4,2,4,2,4,4,1
"26",4,1,3,2,4,3,4,1,1
"27",3,1,4,4,2,2,3,2,4
"28",2,1,4,3,1,2,2,3,1
