"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,2,1,4,3,3,4,3,1,1
"2",2,1,4,3,3,4,4,3,4,2,4
"3",2,1,3,1,2,1,1,3,3,1,3
"4",2,4,4,4,1,1,4,4,1,2,4
"5",3,1,2,2,2,2,2,2,4,1,2
"6",3,4,2,2,1,3,4,2,2,4,4
"7",3,2,4,1,3,2,4,1,2,4,3
"8",4,4,2,2,2,1,2,2,2,3,3
"9",3,3,1,3,2,4,4,3,3,1,1
"10",1,4,3,4,2,3,1,2,4,3,4
"11",1,4,3,1,2,4,3,2,1,2,4
"12",3,2,1,4,2,3,2,4,3,1,4
"13",4,2,4,3,3,1,1,1,1,3,3
"14",3,2,3,1,1,3,1,3,2,2,2
"15",3,3,3,1,4,4,1,1,4,4,4
"16",3,3,2,4,2,3,2,4,1,3,2
"17",3,2,2,1,4,4,1,2,4,4,3
"18",4,3,4,3,1,2,2,4,1,2,4
"19",1,1,2,1,3,2,3,3,3,4,3
"20",4,4,2,1,1,4,2,3,2,2,1
"21",1,4,4,2,3,1,3,3,3,1,4
"22",2,4,4,2,2,4,3,2,1,4,2
"23",4,1,3,3,4,4,2,2,4,2,3
"24",2,1,2,2,3,4,3,4,2,4,3
"25",3,2,4,4,4,4,4,3,3,1,4
"26",3,4,3,3,3,2,4,2,1,2,4
"27",1,2,2,1,1,1,4,4,3,3,1
"28",4,4,1,2,1,3,2,3,2,4,2
