"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,3,3,1,2,3,3,1,3
"2",1,1,2,1,2,2,1,2,2,3
"3",3,2,1,1,1,1,3,3,2,1
"4",3,1,2,2,1,1,3,3,3,1
"5",2,1,3,1,2,3,2,1,1,3
"6",1,2,2,3,2,1,1,2,3,1
"7",2,2,3,3,2,3,1,3,3,3
"8",1,1,3,2,3,1,1,3,1,1
"9",2,1,1,1,1,1,2,1,3,1
"10",2,1,1,3,2,2,2,2,3,2
"11",1,2,1,2,1,3,3,2,1,3
"12",3,3,1,1,2,1,3,1,2,1
"13",3,2,2,3,1,1,2,3,3,2
"14",1,3,1,2,2,2,1,1,2,2
"15",1,1,1,3,2,3,2,1,3,2
"16",1,3,2,3,2,3,3,1,1,2
"17",3,3,3,2,1,3,1,2,2,1
"18",2,3,2,1,2,2,2,1,1,1
"19",2,2,3,1,3,1,3,3,1,3
"20",3,3,1,1,3,1,3,2,1,1
"21",1,2,1,1,1,3,2,2,3,1
"22",2,3,3,1,3,1,1,2,1,3
"23",2,1,3,1,1,2,3,3,3,2
"24",3,2,1,3,3,2,3,1,2,1
"25",2,3,3,2,3,2,3,1,3,3
"26",3,2,2,2,2,1,2,3,1,2
"27",1,2,1,1,3,3,2,1,1,1
"28",2,3,2,2,2,3,1,3,2,1
"29",3,2,3,1,3,2,1,2,2,1
"30",3,2,1,2,1,1,2,1,2,1
"31",1,2,3,3,3,1,2,3,3,3
"32",3,3,3,2,1,2,1,2,1,1
"33",1,1,3,3,1,2,2,3,1,1
"34",2,3,1,1,1,1,2,1,3,1
"35",3,1,3,3,3,1,2,1,1,1
"36",2,2,3,2,3,1,1,1,2,3
"37",2,2,3,2,2,1,3,2,2,1
"38",3,3,3,3,1,1,2,1,3,1
"39",2,1,1,2,3,1,1,2,2,3
"40",1,3,1,3,3,2,2,3,1,2
"41",1,1,3,3,3,1,3,3,1,1
"42",2,1,1,2,3,2,3,2,2,2
"43",2,3,1,1,2,1,2,2,2,1
"44",1,2,1,3,3,2,1,2,1,3
"45",3,2,2,2,3,2,1,2,2,1
