"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,2,2,2,3,3,2,3,3,3,3,1,1,2,2,3,3,2
"2",2,3,2,2,2,2,3,2,2,3,3,1,1,2,3,1,2,1
"3",2,2,1,2,1,3,2,3,3,3,1,3,3,1,1,2,1,3
"4",3,2,2,3,2,3,1,2,2,2,3,3,1,2,2,2,1,1
"5",3,3,1,2,1,1,1,2,1,1,2,2,1,3,2,1,1,3
"6",3,1,1,2,3,3,3,1,3,1,1,3,1,2,1,1,2,1
"7",1,1,3,2,2,1,2,1,3,1,2,1,1,2,2,3,3,2
"8",2,2,2,3,1,1,2,3,2,3,1,3,2,2,3,2,2,1
"9",3,1,1,1,1,2,1,1,2,3,2,2,3,2,2,1,2,3
"10",2,3,1,3,2,3,3,3,3,2,3,2,2,2,3,2,2,1
"11",1,1,1,3,3,3,3,3,2,3,2,1,2,3,2,1,3,2
"12",1,2,1,2,3,2,1,3,3,1,2,2,2,1,1,1,2,2
"13",2,2,1,3,1,2,2,2,3,2,3,1,3,2,1,2,3,1
"14",2,3,2,2,2,1,3,3,1,2,3,2,2,3,2,3,2,1
"15",2,1,1,1,2,3,1,1,3,1,2,1,2,2,2,3,1,3
"16",2,1,2,2,1,3,2,2,3,3,3,3,3,2,1,2,2,2
"17",1,3,3,3,2,1,1,1,1,3,1,2,2,2,1,1,2,2
"18",2,1,2,3,1,1,2,2,1,1,1,2,1,3,3,2,1,1
"19",1,3,1,2,3,1,2,3,2,2,2,3,3,3,3,3,1,2
"20",2,2,3,3,2,1,1,2,1,3,3,2,1,2,1,1,2,1
"21",1,3,1,2,1,3,2,3,3,3,1,1,2,3,3,3,3,2
