"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,1,3,1,3,1,3,1,2,2,2,3,3,2,1,3,3,1,3
"2",1,3,2,2,2,2,1,3,2,1,1,3,2,3,3,3,1,3,3
"3",3,2,1,3,1,2,2,1,2,3,3,2,1,3,1,3,3,3,1
"4",3,2,1,3,3,3,2,2,3,2,1,3,3,2,3,2,1,2,2
"5",3,3,3,1,1,2,1,2,1,1,2,1,2,3,2,1,2,1,1
"6",2,1,2,2,2,1,2,3,1,3,3,2,2,3,2,3,1,1,1
"7",1,1,1,2,3,2,3,1,2,1,2,1,3,2,2,2,3,1,1
"8",2,1,3,1,3,2,3,2,1,1,2,3,2,1,3,2,1,1,2
"9",3,1,3,1,3,1,1,2,3,1,1,3,1,3,2,2,1,1,1
"10",2,3,1,2,1,1,1,2,1,1,1,3,1,2,3,3,1,3,2
"11",1,2,1,3,2,2,2,2,1,2,3,1,3,2,2,1,3,3,3
"12",1,3,1,3,2,3,1,3,3,3,3,1,3,3,1,1,2,1,3
"13",1,1,2,1,1,2,1,1,2,3,1,1,3,3,2,3,3,2,2
"14",3,2,3,1,1,2,3,2,3,2,2,1,3,3,3,1,2,1,2
"15",3,2,1,3,3,3,3,2,3,1,3,3,2,3,3,1,2,1,2
"16",3,1,3,2,3,3,3,1,2,2,1,1,2,1,1,3,3,3,1
"17",2,1,3,2,3,1,1,1,2,1,1,2,3,3,1,1,1,1,3
"18",3,2,1,2,2,3,2,3,1,1,3,3,1,1,3,3,3,3,1
"19",1,1,3,2,2,1,1,1,1,2,1,2,1,1,2,1,3,3,2
"20",3,2,3,3,1,2,2,2,2,1,2,3,3,2,1,2,3,1,2
"21",2,3,3,3,3,1,3,1,3,3,2,3,1,1,3,3,3,3,2
"22",3,2,3,1,3,2,1,1,3,2,3,2,1,3,1,1,2,3,1
"23",3,2,1,2,1,3,1,2,3,1,3,2,1,3,2,2,1,3,2
"24",2,2,3,1,2,1,1,3,3,3,1,3,1,2,2,3,2,3,2
"25",1,1,1,1,3,2,1,3,1,2,1,1,3,3,3,3,3,3,3
"26",3,1,1,2,1,3,2,3,2,1,1,3,2,3,3,2,2,2,2
"27",1,1,1,2,2,1,1,3,3,1,3,3,3,2,2,1,1,1,2
"28",1,1,2,3,1,1,3,3,2,2,2,3,1,2,1,3,3,1,2
"29",3,1,1,3,2,1,1,2,1,1,2,3,3,3,1,2,1,1,1
"30",2,1,2,1,2,3,1,3,3,3,3,2,3,2,2,3,1,2,3
"31",3,3,2,2,1,2,1,1,2,3,3,1,2,3,1,3,1,2,3
"32",2,2,3,2,1,3,2,2,1,1,1,1,2,1,1,2,1,2,3
"33",3,1,1,1,1,3,2,2,1,3,2,1,3,3,3,3,2,3,1
