"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,3,2,1,2,2,1,1,2,2,3
"2",2,3,2,2,1,3,2,2,3,3,3,3
"3",1,1,2,2,3,2,2,3,2,1,3,2
"4",3,2,1,2,3,3,3,1,1,1,1,2
"5",1,1,1,2,1,3,2,2,2,1,2,2
"6",1,3,1,1,1,1,1,2,3,2,1,3
"7",3,3,2,2,2,3,1,3,2,3,3,2
"8",3,1,3,2,2,1,2,1,2,3,3,1
"9",1,1,3,1,2,2,3,1,1,2,1,1
"10",3,2,2,2,3,3,3,1,2,2,1,3
"11",3,2,1,2,2,1,2,1,2,2,2,3
"12",2,1,2,2,2,1,3,1,2,2,3,3
"13",3,2,1,2,2,1,2,3,2,1,2,1
"14",3,3,1,2,3,1,3,2,1,3,1,2
"15",1,2,2,2,1,1,2,2,2,3,1,2
"16",1,3,3,2,2,1,2,2,1,3,3,1
"17",2,1,1,1,2,1,2,1,3,3,1,3
"18",2,3,2,1,2,2,3,2,1,2,2,3
"19",1,2,3,1,3,1,3,2,3,2,1,3
"20",1,2,1,1,3,2,1,3,1,2,2,2
"21",3,1,3,3,2,2,1,2,2,2,1,1
"22",2,3,1,1,3,2,3,1,3,1,1,3
"23",3,2,3,1,1,1,3,2,1,3,2,2
"24",1,1,3,2,2,2,2,2,2,3,3,2
